"region","assessid","stockid","mgmt","assessor","years","start_year","report_year","assesssource","method","methodshort","methodlong","country","area","areaid","stocklong","class","order","family","genus","species","species_orig","comm_name","assess_if_mostrecent","state_of_stock","primary_country","primary_FAOarea","assess_notes","M","M_year","M_notes","M_source","M_source_notes","B_start","B_end","F_start","F_end","C_start","C_end","terminal_year","assess_order","ty","ty_minus1","key_ty","key_ty_minus1","B_ty","B_ty_minus1","B_type","B_unit","TBbest_ty","TBbest_ty_minus1","TB_ty","TB_ty_minus1","TN_ty","TN_ty_minus1","SSB_ty","SSB_ty_minus1","SSB_E00eggs_ty","SSB_E00eggs_ty_minus1","F_ty","F_ty_minus1","F_type","F_unit","ERbest_ty","ERbest_ty_minus1","ER_ty","ER_ty_minus1","instF_ty","instF_ty_minus1","ERmsybest","ERmsybest_notes","ERmgt","ERmgt_notes","Fmsy","Fmsy_notes","Fmgt","Fmgt_notes","Flim","Flim_notes","TBmsybest","TBmsybest_notes","SSBmsy","SSBmsy_notes","SSBmgt","SSBmgt_notes","OFL_pdf","if_diff_5yrs","interval","check_ty_correct"
"Europe (EU)","WGCSE-HADIS-1993-2017-ICESIMP2018","HADIS","ICES","WGCSE","1993-2017",1993,2017,"","Age-structured model (ASAP)","Unknown","Unknown","multinational","Irish Sea","multinational-ICES-VIIa","Haddock Irish Sea","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",999,"Current","Great Britain",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1993,2017,1993,2016,1993,2016,2016,1,2015,2014,"WGCSE-HADIS-1993-2017-ICESIMP2018_2015","WGCSE-HADIS-1993-2017-ICESIMP2018_2014",NA,NA,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F-1/yr","1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,"",0.34,"Fpa-1/yr",0.47,"",NA,NA,2944,NA,2944,"SSBpa-MT",NA,"N",1,"N"
"Europe (EU)","WGCSE-WHITVIIa-1980-2016-ICESIMP2018","WHITVIIa","ICES","WGCSE","1980-2016",1980,2016,"http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/whg-iris.pdf","Unknown","Unknown","Unknown","multinational","Irish Sea","multinational-ICES-VIIa","Whiting Irish Sea","Actinopterygii","Gadiformes","Gadidae","Merlangius","Merlangius merlangus","Merlangius merlangus","Whiting",0,"Current","Great Britain",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1992,2016,1992,2015,1980,2015,2015,2,2015,2014,"WGCSE-WHITVIIa-1980-2016-ICESIMP2018_2015","WGCSE-WHITVIIa-1980-2016-ICESIMP2018_2014",213,700,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,213,700,NA,NA,1.61,1.7,"F-1/yr","1/yr",NA,NA,NA,NA,1.61,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",1,"Y"
"Europe (EU)","WGCSE-WHITVIIa-1980-2017-ICESIMP2018","WHITVIIa","ICES","WGCSE","1980-2017",1980,2017,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/whg.27.7a.pdf","Unknown","Unknown","Unknown","multinational","Irish Sea","multinational-ICES-VIIa","Whiting Irish Sea","Actinopterygii","Gadiformes","Gadidae","Merlangius","Merlangius merlangus","Merlangius merlangus","Whiting",999,"Current","Great Britain",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1980,2017,1980,2016,1980,2016,2016,1,2015,2014,"WGCSE-WHITVIIa-1980-2017-ICESIMP2018_2015","WGCSE-WHITVIIa-1980-2017-ICESIMP2018_2014",708,957,"SSB-MT","MT",2650,2820,2650,2820,NA,NA,708,957,NA,NA,0.9,1.43,"F-1/yr","1/yr",0.584905660377358,0.698581560283688,NA,NA,0.9,1.43,NA,NA,NA,NA,0.219,"",0.219,"Fmsy-1/yr",0.371,"",NA,NA,NA,NA,16300,"SSBtrigmsy-MT",NA,"N",1,"Y"
"Europe (non-EU)","AFWG-CODNEARNCW-1982-2016-ICESIMP2016","CODNEARNCW","ICES","AFWG","-31",1984,2016,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/cod-coas.pdf","VPA","Unknown","Based on survey SSB index and estimates of F and relative recruitment from an exploratory VPA assessment","multinational","North-East Arctic (Norwegian coastal waters)","multinational-ICES-I-II-NCW","Atlantic cod North-East Arctic (Norwegian coastal waters)","Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus morhua","Gadus morhua","Atlantic cod",0,"Current","Norway",27,"Imported from ICES data dump covering 2011-2016","0.2",NA,NA,NA,NA,1995,2015,1984,2015,1984,2015,2015,3,2015,2014,"AFWG-CODNEARNCW-1982-2016-ICESIMP2016_2015","AFWG-CODNEARNCW-1982-2016-ICESIMP2016_2014",16800,37700,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,16800,37700,NA,NA,0.331,0.211,"F-1/yr","1/yr",NA,NA,NA,NA,0.331,0.211,NA,NA,NA,NA,0.1,NA,0.1,"Fmp-1/yr",NA,NA,NA,NA,60000,NA,60000,"SSBmp-MT",NA,"N",1,"Y"
"Europe (non-EU)","AFWG-CODNEARNCW-1984-2016-ICESIMP2018","CODNEARNCW","ICES","AFWG","1984-2016",1984,2016,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.27.1-2coast.pdf","VPA","Unknown","Based on survey SSB index and estimates of F and relative recruitment from an exploratory VPA assessment","multinational","North-East Arctic (Norwegian coastal waters)","multinational-ICES-I-II-NCW","Atlantic cod North-East Arctic (Norwegian coastal waters)","Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus morhua","Gadus morhua","Atlantic cod",0,"Current","Norway",27,"Imported from ICES data dump covering 2011-2018","0.2",NA,NA,NA,NA,1995,2016,1984,2016,1984,2016,2016,2,2015,2014,"AFWG-CODNEARNCW-1984-2016-ICESIMP2018_2015","AFWG-CODNEARNCW-1984-2016-ICESIMP2018_2014",16800,37700,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,16800,37700,NA,NA,0.251,0.175,"F-1/yr","1/yr",NA,NA,NA,NA,0.251,0.175,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,60000,NA,60000,"SSBtarget-MT",NA,"N",1,"Y"
"Japan","FAFRFJ-SAURNWPAC-1980-2010-ONO","SAURNWPAC","FAJ","FAFRFJ","1980-2010",1980,2010,"NULL","VPA","VPA","Virtual Population Analysis","Japan","Northwest Pacific","Japan-FAJ-NWPAC","Pacific saury Northwest Pacific","Actinopterygii","Beloniformes","Scomberesocidae","Cololabis","Cololabis saira","Cololabis saira","Pacific saury",0,"Current","Japan",61,"in japanese","1.25","NULL","",NA,NA,2003,2010,2003,2010,1980,2010,2010,2,2010,2009,"FAFRFJ-SAURNWPAC-1980-2010-ONO_2010","FAFRFJ-SAURNWPAC-1980-2010-ONO_2009",945000,1070000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,945000,1070000,NA,NA,0.089,0.125,"ERbest-ratio","ratio",0.089,0.125,0.089,0.125,NA,0.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",3,"Y"
"Japan","FAFRFJ-SAURNWPAC-1980-2013-JPNIMP2016","SAURNWPAC","FAJ","FAFRFJ","1980-2013",1980,2013,"http://abchan.job.affrc.go.jp/digests25/details/2509.pdf","Unknown","Unknown","Unknown","Japan","Northwest Pacific","Japan-FAJ-NWPAC","Pacific saury Northwest Pacific","Actinopterygii","Beloniformes","Scomberesocidae","Cololabis","Cololabis saira","Cololabis saira","Pacific saury",999,"Current","Japan",61,"Imported from Japanese data dump received 2016","1.25","NULL","",NA,NA,2003,2013,2003,2013,1980,2013,2013,1,2010,2009,"FAFRFJ-SAURNWPAC-1980-2013-JPNIMP2016_2010","FAFRFJ-SAURNWPAC-1980-2013-JPNIMP2016_2009",932000,1220000,"SSB-MT","MT",2080000,3760000,2080000,3760000,NA,NA,932000,1220000,NA,NA,0.0927884615384615,0.0819148936170213,"ERbest-ratio","ratio",0.0927884615384615,0.0819148936170213,NA,NA,NA,NA,0.35,"ERmsy-ratio",NA,NA,NA,NA,NA,NA,NA,NA,1355026,"TBmsy-MT",NA,NA,NA,NA,NA,"N",3,"Y"
"Mediterranean-Black Sea","CNR-IAMC-ANGLMEDGSA15-16-2008-2010-BANOBI","ANGLMEDGSA15-16","GFCM","CNR-IAMC","2008-2010",2008,2010,"http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html","VPA","VIT","Package based on LCA and Y/R analysis adapted to Mediterranean fisheries; Lleonart and Salat, 1992","multinational","Malta Island and South of Sicily (GSA 15, 16)","multinational-GFCM-GSA15-16","Black bellied angler Malta Island and South of Sicily (GSA 15, 16)","Actinopterygii","Lophiiformes","Lophiidae","Lophius","Lophius budegassa","Lophius budegassa","Black bellied angler",0,"Current","Italy",37,"time series are only two years long","0.2","NULL","This is the M that was used for the VIT analysis",NA,NA,2009,2010,2009,2010,2009,2010,2010,1.5,2010,2009,"CNR-IAMC-ANGLMEDGSA15-16-2008-2010-BANOBI_2010","CNR-IAMC-ANGLMEDGSA15-16-2008-2010-BANOBI_2009",536,978,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,536,978,NA,NA,0.351,0.254,"F-1/yr","1/yr",NA,NA,NA,NA,0.351,0.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,"Y"
"Mediterranean-Black Sea","GRP2-SOLMEDGSA17-1969-2011-BANOBI","SOLMEDGSA17","GFCM","GRP2","1969-2011",1969,2011,"http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html","VPA","XSA","Extended Survivor Analysis","multinational","Northern Adriatic Sea","multinational-GFCM-GSA17","Common sole Northern Adriatic Sea","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"Current","Italy",37,"XSA is main time series, SS3 is alternate time series","0.35","NULL","mean M; vector by age is [0.7,0.35,0.28,0.25,0.23,0.22] for ages [0,1,2,3,4,5+]",NA,NA,1970,2011,1970,2011,1970,2011,2011,2,2011,2010,"GRP2-SOLMEDGSA17-1969-2011-BANOBI_2011","GRP2-SOLMEDGSA17-1969-2011-BANOBI_2010",331,213,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,331,213,NA,NA,1.46,1.69,"F-1/yr","1/yr",NA,NA,NA,NA,1.46,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",3,"Y"
"Mediterranean-Black Sea","GRP6-PSHRMPMEDGSA6-2001-2011-BANOBI","PSHRMPMEDGSA6","GFCM","GRP6","2001-2011",2001,2011,"http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html","VPA","XSA","Extended Survivor Analysis","multinational","Northern Spain","multinational-GFCM-GSA6","Deep water rose shrimp Northern Spain","Malacostraca","Decapoda","Penaeidae","Parapenaeus","Parapenaeus longirostris","Parapenaeus longirostris","Deep water rose shrimp",0,"Current","Spain",37,"NULL",NA,NA,NA,NA,NA,2001,2011,2001,2011,2001,2011,2011,2,2011,2010,"GRP6-PSHRMPMEDGSA6-2001-2011-BANOBI_2011","GRP6-PSHRMPMEDGSA6-2001-2011-BANOBI_2010",129,161,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,129,161,NA,NA,0.958,1.25,"F-1/yr","1/yr",NA,NA,NA,NA,0.958,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",1,"Y"
"Mediterranean-Black Sea","IEO-COB-NEPHMEDGSA5-1986-2011-BANOBI","NEPHMEDGSA5","GFCM","IEO-COB","1986-2011",1986,2011,"http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html","VPA","XSA","Extended Survivor Analysis","multinational","Balearic Island","multinational-GFCM-GSA5","Norway lobster Balearic Island","Malacostraca","Decapoda","Nephropidae","Nephrops","Nephrops norvegicus","Nephrops norvegicus","Norway lobster",0,"Current","Spain",37,"NULL",NA,NA,NA,NA,NA,2002,2011,2002,2011,1986,2011,2011,2,2011,2010,"IEO-COB-NEPHMEDGSA5-1986-2011-BANOBI_2011","IEO-COB-NEPHMEDGSA5-1986-2011-BANOBI_2010",48.5,47.6,"SSB-MT","MT",100,99.9,100,99.9,NA,NA,48.5,47.6,NA,NA,0.597,0.389,"F-1/yr","1/yr",0.321,0.2002002002002,NA,NA,0.597,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",2,"Y"
"Mediterranean-Black Sea","IEO-MURCIA-RDSHRMPMEDGSA6-1996-2011-BANOBI","RDSHRMPMEDGSA6","GFCM","IEO-MURCIA","1996-2011",1996,2011,"http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html","VPA","XSA","Extended Survivor Analysis","multinational","Northern Spain","multinational-GFCM-GSA6","Red shrimp Northern Spain","Malacostraca","Decapoda","Aristeidae","Aristeus","Aristeus antennatus","Aristeus antennatus","Red shrimp",0,"Current","Spain",37,"NULL","0.46","NULL","both sexes; 0.517 for males, 0.363 for females",NA,NA,1996,2011,1996,2011,1996,2011,2011,2,2011,2010,"IEO-MURCIA-RDSHRMPMEDGSA6-1996-2011-BANOBI_2011","IEO-MURCIA-RDSHRMPMEDGSA6-1996-2011-BANOBI_2010",472,515,"SSB-MT","MT",1680,1770,1680,1770,NA,NA,472,515,NA,NA,1.17,0.966,"F-1/yr","1/yr",0.438690476190476,0.365536723163842,NA,NA,1.17,0.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",3,"Y"
"Mediterranean-Black Sea","STECF-ANCHMEDGSA17-18-1975-2015-OSIO","ANCHMEDGSA17-18","GFCM","STECF","1975-2015",1975,2015,"https://stecf.jrc.ec.europa.eu/documents/43805/1517808/2016-12_STECF+16-22+-+MED+assessments+part+1_JRCxxx.pdf","Statistical catch at age model","SAM","SAM","multinational","Adriatic Sea (GSA 17,18)","multinational-GFCM-GSA17-18","Anchovy Adriatic Sea (GSA 17,18)","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis encrasicolus","Engraulis encrasicolus","Anchovy",999,"Current","Italy",37,"NULL",NA,NA,NA,NA,NA,1975,2015,1975,2015,1975,2015,2015,1,2013,2012,"STECF-ANCHMEDGSA17-18-1975-2015-OSIO_2013","STECF-ANCHMEDGSA17-18-1975-2015-OSIO_2012",394000,452000,"SSB-MT","MT",680000,794000,680000,794000,NA,NA,394000,452000,NA,NA,1.23,1.32,"F-1/yr","1/yr",0.0411764705882353,0.0453400503778338,NA,NA,1.23,1.32,NA,NA,NA,NA,0.48,"",0.48,"Fmsy-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",2,"Y"
"Mediterranean-Black Sea","STECF-ANCHMEDGSA17-18-1976-2013-OSIO","ANCHMEDGSA17-18","GFCM","STECF","1976-2013",1976,2013,"https://stecf.jrc.ec.europa.eu/documents/43805/823106/2014-12_STECF+14-17+-+Med+stock+assessments+-+part+1_JRC93120.pdf","Statistical catch at age model","SAM","SAM","multinational","Adriatic Sea (GSA 17,18)","multinational-GFCM-GSA17-18","Anchovy Adriatic Sea (GSA 17,18)","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis encrasicolus","Engraulis encrasicolus","Anchovy",0,"Current","Italy",37,"JRC Meeting: EWG14_09",NA,NA,NA,NA,NA,1976,2013,1976,2013,1976,2013,2013,2,2013,2012,"STECF-ANCHMEDGSA17-18-1976-2013-OSIO_2013","STECF-ANCHMEDGSA17-18-1976-2013-OSIO_2012",309000,286000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,309000,286000,NA,NA,1.04,1.05,"F-1/yr","1/yr",NA,NA,NA,NA,1.04,1.05,NA,NA,NA,NA,NA,NA,0.5,"F0.1-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",2,"Y"
"Mediterranean-Black Sea","STECF-ANGLMEDGSA15-16-2006-2011-OSIO","ANGLMEDGSA15-16","GFCM","STECF","2006-2011",2006,2011,"https://stecf.jrc.ec.europa.eu/documents/43805/319223/2012-11_STECF+12-19+-+MED+stock+assessements+part+1_JRC76735.pdf","VPA","VIT","Package based on LCA and Y/R analysis adapted to Mediterranean fisheries; Lleonart and Salat, 1992","multinational","Malta Island and South of Sicily (GSA 15, 16)","multinational-GFCM-GSA15-16","Black bellied angler Malta Island and South of Sicily (GSA 15, 16)","Actinopterygii","Lophiiformes","Lophiidae","Lophius","Lophius budegassa","Lophius budegassa","Black bellied angler",999,"Current","Italy",37,"JRC Meeting: 2012-11_STECF 12-19",NA,NA,NA,NA,NA,2009,2010,2009,2010,2006,2011,2010,1.5,2010,2009,"STECF-ANGLMEDGSA15-16-2006-2011-OSIO_2010","STECF-ANGLMEDGSA15-16-2006-2011-OSIO_2009",536,978,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,536,978,NA,NA,0.351,0.254,"F-1/yr","1/yr",NA,NA,NA,NA,0.351,0.254,NA,NA,NA,NA,NA,NA,0.16,"F0.1-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,"Y"
"Mediterranean-Black Sea","STECF-NEPHMEDGSA5-2002-2013-OSIO","NEPHMEDGSA5","GFCM","STECF","2002-2013",2002,2013,"https://stecf.jrc.ec.europa.eu/documents/43805/931950/2015-04_STECF+15-06+-+Med+stock+assessments+-+part+2_JRC95822.pdf","VPA","XSA","Extended Survivor Analysis","multinational","Balearic Island","multinational-GFCM-GSA5","Norway lobster Balearic Island","Malacostraca","Decapoda","Nephropidae","Nephrops","Nephrops norvegicus","Nephrops norvegicus","Norway lobster",999,"Current","Spain",37,"JRC Meeting: EWG14_19",NA,NA,NA,NA,NA,2002,2013,2002,2013,2002,2013,2013,1,2011,2010,"STECF-NEPHMEDGSA5-2002-2013-OSIO_2011","STECF-NEPHMEDGSA5-2002-2013-OSIO_2010",47.2,45.5,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,47.2,45.5,NA,NA,0.691,0.392,"F-1/yr","1/yr",NA,NA,NA,NA,0.691,0.392,NA,NA,NA,NA,NA,NA,0.17,"F0.1-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",2,"Y"
"Mediterranean-Black Sea","STECF-NEPHMEDGSA9-2005-2015-OSIO","NEPHMEDGSA9","GFCM","STECF","2005-2015",2005,2015,"https://stecf.jrc.ec.europa.eu/documents/43805/1567060/2017-04_STECF+17-06+-+MED+assessments+2016+-+part+2.pdf","VPA","XSA","Extended Survivor Analysis","multinational","Ligurian and North Tyrrhenian Sea","multinational-GFCM-GSA9","Norway lobster Ligurian and North Tyrrhenian Sea","Malacostraca","Decapoda","Nephropidae","Nephrops","Nephrops norvegicus","Nephrops norvegicus","Norway lobster",999,"Current","Italy",37,"NULL",NA,NA,NA,NA,NA,2005,2015,2005,2015,2005,2015,2015,1,2013,2012,"STECF-NEPHMEDGSA9-2005-2015-OSIO_2013","STECF-NEPHMEDGSA9-2005-2015-OSIO_2012",190,216,"SSB-MT","MT",518,587,518,587,NA,NA,190,216,NA,NA,0.521,0.543,"F-1/yr","1/yr",0.233590733590734,0.248722316865417,NA,NA,0.521,0.543,NA,NA,NA,NA,NA,NA,0.19,"F0.1-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",2,"Y"
"Mediterranean-Black Sea","STECF-NEPHMEDGSA9-2006-2013-OSIO","NEPHMEDGSA9","GFCM","STECF","2006-2013",2006,2013,"https://stecf.jrc.ec.europa.eu/documents/43805/823106/2014-12_STECF+14-17+-+Med+stock+assessments+-+part+1_JRC93120.pdf","VPA","XSA","Extended Survivor Analysis","multinational","Ligurian and North Tyrrhenian Sea","multinational-GFCM-GSA9","Norway lobster Ligurian and North Tyrrhenian Sea","Malacostraca","Decapoda","Nephropidae","Nephrops","Nephrops norvegicus","Nephrops norvegicus","Norway lobster",0,"Current","Italy",37,"JRC Meeting: EWG14_09",NA,NA,NA,NA,NA,2006,2013,2006,2013,2006,2013,2013,2,2013,2012,"STECF-NEPHMEDGSA9-2006-2013-OSIO_2013","STECF-NEPHMEDGSA9-2006-2013-OSIO_2012",355,430,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,355,430,NA,NA,0.426,0.417,"F-1/yr","1/yr",NA,NA,NA,NA,0.426,0.417,NA,NA,NA,NA,NA,NA,0.21,"F0.1-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",2,"Y"
"Mediterranean-Black Sea","STECF-PSHRMPMEDGSA6-2001-2012-OSIO","PSHRMPMEDGSA6","GFCM","STECF","2001-2012",2001,2012,"https://stecf.jrc.ec.europa.eu/documents/43805/567676/2013-11_STEC+13-22+-+Med+stock+assessments+part+1_JRC86087.pdf","VPA","XSA","Extended Survivor Analysis","multinational","Northern Spain","multinational-GFCM-GSA6","Deep water rose shrimp Northern Spain","Malacostraca","Decapoda","Penaeidae","Parapenaeus","Parapenaeus longirostris","Parapenaeus longirostris","Deep water rose shrimp",999,"Current","Spain",37,"JRC Meeting: 2013-11_STECF 13 -22",NA,NA,NA,NA,NA,2001,2012,2001,2012,2001,2012,2012,1,2011,2010,"STECF-PSHRMPMEDGSA6-2001-2012-OSIO_2011","STECF-PSHRMPMEDGSA6-2001-2012-OSIO_2010",125,153,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,125,153,NA,NA,1.43,1.77,"F-1/yr","1/yr",NA,NA,NA,NA,1.43,1.77,NA,NA,NA,NA,NA,NA,0.27,"F0.1-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",1,"Y"
"Mediterranean-Black Sea","STECF-RDSHRMPMEDGSA6-2002-2014-OSIO","RDSHRMPMEDGSA6","GFCM","STECF","2002-2014",2002,2014,"https://stecf.jrc.ec.europa.eu/documents/43805/1208039/2015-11_STECF+15-18+-+MED+assessments+part+1_JRC98676.pdf","VPA","XSA","Extended Survivor Analysis","multinational","Northern Spain","multinational-GFCM-GSA6","Red shrimp Northern Spain","Malacostraca","Decapoda","Aristeidae","Aristeus","Aristeus antennatus","Aristeus antennatus","Red shrimp",999,"Current","Spain",37,"JRC Meeting: EWG15_11",NA,NA,NA,NA,NA,2002,2014,2002,2014,2002,2014,2014,1,2011,2010,"STECF-RDSHRMPMEDGSA6-2002-2014-OSIO_2011","STECF-RDSHRMPMEDGSA6-2002-2014-OSIO_2010",2210,2140,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,2210,2140,NA,NA,0.901,1.11,"F-1/yr","1/yr",NA,NA,NA,NA,0.901,1.11,NA,NA,NA,NA,NA,NA,0.36,"F0.1-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",3,"Y"
"Mediterranean-Black Sea","STECF-RSHRMPMEDGSA1-2003-2012-OSIO","RSHRMPMEDGSA1","GFCM","STECF","2003-2012",2003,2012,"https://stecf.jrc.ec.europa.eu/documents/43805/567676/2013-11_STEC+13-22+-+Med+stock+assessments+part+1_JRC86087.pdf","VPA","XSA","Extended Survivor Analysis","multinational","Northern Alboran Sea","multinational-GFCM-GSA1","Deep water rose shrimp Northern Alboran Sea","Malacostraca","Decapoda","Penaeidae","Parapenaeus","Parapenaeus longirostris","Parapenaeus longirostris","Deep water rose shrimp",0,"Current","Spain",37,"JRC Meeting: 2013-11_STECF 13 -22",NA,NA,NA,NA,NA,2003,2012,2003,2012,2003,2012,2012,2,2012,2011,"STECF-RSHRMPMEDGSA1-2003-2012-OSIO_2012","STECF-RSHRMPMEDGSA1-2003-2012-OSIO_2011",416,285,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,416,285,NA,NA,0.43,0.48,"F-1/yr","1/yr",NA,NA,NA,NA,0.43,0.48,NA,NA,NA,NA,NA,NA,0.26,"F0.1-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",3,"Y"
"Mediterranean-Black Sea","STECF-RSHRMPMEDGSA1-2003-2015-OSIO","RSHRMPMEDGSA1","GFCM","STECF","2003-2015",2003,2015,"https://stecf.jrc.ec.europa.eu/documents/43805/1567060/2017-04_STECF+17-06+-+MED+assessments+2016+-+part+2.pdf","VPA","XSA","Extended Survivor Analysis","multinational","Northern Alboran Sea","multinational-GFCM-GSA1","Deep water rose shrimp Northern Alboran Sea","Malacostraca","Decapoda","Penaeidae","Parapenaeus","Parapenaeus longirostris","Parapenaeus longirostris","Deep water rose shrimp",999,"Current","Spain",37,"NULL",NA,NA,NA,NA,NA,2003,2015,2003,2015,2003,2015,2015,1,2012,2011,"STECF-RSHRMPMEDGSA1-2003-2015-OSIO_2012","STECF-RSHRMPMEDGSA1-2003-2015-OSIO_2011",254,245,"SSB-MT","MT",1070,1210,1070,1210,NA,NA,254,245,NA,NA,0.869,0.904,"F-1/yr","1/yr",0.232710280373832,0.14297520661157,NA,NA,0.869,0.904,NA,NA,NA,NA,NA,NA,0.87,"F0.1-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",3,"Y"
"Mediterranean-Black Sea","STECF-SARDMEDGSA17-18-1975-2013-OSIO","SARDMEDGSA17-18","GFCM","STECF","1975-2013",1975,2013,"https://stecf.jrc.ec.europa.eu/documents/43805/823106/2014-12_STECF+14-17+-+Med+stock+assessments+-+part+1_JRC93120.pdf","Statistical catch at age model","SAM","SAM","multinational","Adriatic Sea (GSA 17,18)","multinational-GFCM-GSA17-18","Sardine Adriatic Sea (GSA 17,18)","Actinopterygii","Clupeiformes","Clupeidae","Sardina","Sardina pilchardus","Sardina pilchardus","European pilchard",0,"Current","Italy",37,"JRC Meeting: EWG14_09",NA,NA,NA,NA,NA,1975,2013,1975,2013,1975,2013,2013,2,2013,2012,"STECF-SARDMEDGSA17-18-1975-2013-OSIO_2013","STECF-SARDMEDGSA17-18-1975-2013-OSIO_2012",175000,148000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,175000,148000,NA,NA,0.534,0.869,"F-1/yr","1/yr",NA,NA,NA,NA,0.534,0.869,NA,NA,NA,NA,NA,NA,0.23,"F0.1-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",2,"Y"
"Mediterranean-Black Sea","STECF-SARDMEDGSA17-18-1975-2015-OSIO","SARDMEDGSA17-18","GFCM","STECF","1975-2015",1975,2015,"https://stecf.jrc.ec.europa.eu/documents/43805/1517808/2016-12_STECF+16-22+-+MED+assessments+part+1_JRCxxx.pdf","Statistical catch at age model","SAM","SAM","multinational","Adriatic Sea (GSA 17,18)","multinational-GFCM-GSA17-18","Sardine Adriatic Sea (GSA 17,18)","Actinopterygii","Clupeiformes","Clupeidae","Sardina","Sardina pilchardus","Sardina pilchardus","European pilchard",999,"Current","Italy",37,"NULL",NA,NA,NA,NA,NA,1975,2015,1975,2015,1975,2015,2015,1,2013,2012,"STECF-SARDMEDGSA17-18-1975-2015-OSIO_2013","STECF-SARDMEDGSA17-18-1975-2015-OSIO_2012",357000,326000,"SSB-MT","MT",532000,484000,532000,484000,NA,NA,357000,326000,NA,NA,1.1,1.08,"F-1/yr","1/yr",0.134586466165414,0.121280991735537,NA,NA,1.1,1.08,NA,NA,NA,NA,0.4,"",0.4,"Fmsy-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",2,"Y"
