assessid,stockid,mgmt,assessor,years,start_year,report_year,method,methodshort,methodlong,country,region,area,areaid,stocklong,class,order,family,genus,species,species_orig,comm_name,assess_if_mostrecent,assesssource,state_of_stock,primary_country,primary_FAOarea,assess_notes,M,M_year,M_notes,M_source,M_source_notes,B_start,B_end,F_start,F_end,C_start,C_end,terminal_year,assess_order,ty,ty_minus1,key_ty,key_ty_minus1,B_ty,B_ty_minus1,B_type,B_unit,TBbest_ty,TBbest_ty_minus1,TB_ty,TB_ty_minus1,TN_ty,TN_ty_minus1,SSB_ty,SSB_ty_minus1,SSB_E00eggs_ty,SSB_E00eggs_ty_minus1,F_ty,F_ty_minus1,F_type,F_unit,ERbest_ty,ERbest_ty_minus1,ER_ty,ER_ty_minus1,instF_ty,instF_ty_minus1
WGCSE-HADROCK-1990-2014-ICESIMP2016,HADROCK,ICES,WGCSE,1990-2014,1990,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),Rockall Bank,multinational-ICES-VIb,Haddock Rockall Bank,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/had-rock.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1991,2014,1991,2013,1991,2013,2013,4,2011,2010,WGCSE-HADROCK-1990-2014-ICESIMP2016_2011,WGCSE-HADROCK-1990-2014-ICESIMP2016_2010,8290,13200,TBbest-MT,MT,8290,13200,8290,13200,NA,NA,8080,12900,NA,NA,0.248492159,0.281060606,ERbest-ratio,ratio,0.248492159,0.281060606,NA,NA,0.27,0.299
WGCSE-HADROCK-1990-2015-ICESIMP2016,HADROCK,ICES,WGCSE,1990-2015,1990,2015,Unknown,Unknown,Unknown,multinational,Europe (EU),Rockall Bank,multinational-ICES-VIb,Haddock Rockall Bank,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/had-rock.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1991,2015,1991,2014,1991,2014,2014,3,2011,2010,WGCSE-HADROCK-1990-2015-ICESIMP2016_2011,WGCSE-HADROCK-1990-2015-ICESIMP2016_2010,9310,14200,TBbest-MT,MT,9310,14200,9310,14200,NA,NA,8920,13800,NA,NA,0.221267454,0.261267606,ERbest-ratio,ratio,0.221267454,0.261267606,NA,NA,0.22,0.268
WGCSE-HADROCK-1990-2016-ICESIMP2016,HADROCK,ICES,WGCSE,1990-2016,1990,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),Rockall Bank,multinational-ICES-VIb,Haddock Rockall Bank,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/had-rock.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1991,2016,1991,2015,1991,2015,2015,2,2011,2010,WGCSE-HADROCK-1990-2016-ICESIMP2016_2011,WGCSE-HADROCK-1990-2016-ICESIMP2016_2010,8970,13800,TBbest-MT,MT,8970,13800,8970,13800,NA,NA,8530,13400,NA,NA,0.229654404,0.26884058,ERbest-ratio,ratio,0.229654404,0.26884058,NA,NA,0.222,0.275
WGCSE-HADROCK-1990-2017-ICESIMP2018,HADROCK,ICES,WGCSE,1990-2017,1990,2017,Unknown,Unknown,Unknown,multinational,Europe (EU),Rockall Bank,multinational-ICES-VIb,Haddock Rockall Bank,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,999,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/had.27.6b.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1991,2017,1991,2016,1991,2016,2016,1,2011,2010,WGCSE-HADROCK-1990-2017-ICESIMP2018_2011,WGCSE-HADROCK-1990-2017-ICESIMP2018_2010,7220,12000,TBbest-MT,MT,7220,12000,7220,12000,NA,NA,6890,11700,NA,NA,0.28531856,0.309166667,ERbest-ratio,ratio,0.28531856,0.309166667,NA,NA,0.293,0.336
WGNSSK-HADROCK-1990-2012-CHING,HADROCK,ICES,WGNSSK,1990-2012,1990,2012,VPA,XSA,Extended Survivor Analysis,multinational,Europe (EU),Rockall Bank,multinational-ICES-VIb,Haddock Rockall Bank,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/had-rock.pdf,Current,Great Britain,27,NULL,NA,NA,NA,NA,NA,1991,2012,1991,2011,1991,2011,2011,6,2011,2010,WGNSSK-HADROCK-1990-2012-CHING_2011,WGNSSK-HADROCK-1990-2012-CHING_2010,11400,16800,TBbest-MT,MT,11400,16800,11400,16800,NA,NA,11000,16100,NA,NA,0.181,0.221,ERbest-ratio,ratio,0.181,0.221,0.181,0.221,0.124,0.187
WGCSE-HADVIIb-k-1993-2013-ICESIMP2016,HADVIIb-k,ICES,WGCSE,1993-2013,1993,2013,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 7b-k,multinational-ICES-VIIb-k,Haddock ICES 7b-k,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/had-7b-k.pdf,Current,France,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1993,2013,1993,2012,1993,2012,2012,5,2011,2010,WGCSE-HADVIIb-k-1993-2013-ICESIMP2016_2011,WGCSE-HADVIIb-k-1993-2013-ICESIMP2016_2010,85700,115000,TBbest-MT,MT,85700,115000,85700,115000,NA,NA,72400,32500,NA,NA,0.150525088,0.087826087,ERbest-ratio,ratio,0.150525088,0.087826087,NA,NA,0.564,0.652
WGCSE-HADVIIb-k-1993-2014-ICESIMP2016,HADVIIb-k,ICES,WGCSE,1993-2014,1993,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 7b-k,multinational-ICES-VIIb-k,Haddock ICES 7b-k,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/had-7b-k.pdf,Current,France,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1993,2014,1993,2013,1993,2013,2013,4,2011,2010,WGCSE-HADVIIb-k-1993-2014-ICESIMP2016_2011,WGCSE-HADVIIb-k-1993-2014-ICESIMP2016_2010,88400,118000,TBbest-MT,MT,88400,118000,88400,118000,NA,NA,76800,34400,NA,NA,0.308823529,0.226271186,ERbest-ratio,ratio,0.308823529,0.226271186,NA,NA,0.509,0.603
WGCSE-HADVIIb-k-1993-2015-ICESIMP2016,HADVIIb-k,ICES,WGCSE,1993-2015,1993,2015,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 7b-k,multinational-ICES-VIIb-k,Haddock ICES 7b-k,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/had-7b-k.pdf,Current,France,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1993,2015,1993,2014,1993,2014,2014,3,2011,2010,WGCSE-HADVIIb-k-1993-2015-ICESIMP2016_2011,WGCSE-HADVIIb-k-1993-2015-ICESIMP2016_2010,95800,126000,TBbest-MT,MT,95800,126000,95800,126000,NA,NA,83200,36500,NA,NA,0.284968685,0.212698413,ERbest-ratio,ratio,0.284968685,0.212698413,NA,NA,0.46,0.595
WGCSE-HADVIIb-k-1993-2016-ICESIMP2016,HADVIIb-k,ICES,WGCSE,1993-2016,1993,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 7b-k,multinational-ICES-VIIb-k,Haddock ICES 7b-k,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/had-7b-k.pdf,Current,France,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1993,2016,1993,2015,1993,2015,2015,2,2011,2010,WGCSE-HADVIIb-k-1993-2016-ICESIMP2016_2011,WGCSE-HADVIIb-k-1993-2016-ICESIMP2016_2010,97700,129000,TBbest-MT,MT,97700,129000,97700,129000,NA,NA,85000,37000,NA,NA,0.279426817,0.207751938,ERbest-ratio,ratio,0.279426817,0.207751938,NA,NA,0.448,0.591
WGCSE-HADVIIb-k-1993-2017-ICESIMP2018,HADVIIb-k,ICES,WGCSE,1993-2017,1993,2017,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 7b-k,multinational-ICES-VIIb-k,Haddock ICES 7b-k,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,999,,Current,France,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1993,2017,1993,2016,1993,2016,2016,1,2011,2010,WGCSE-HADVIIb-k-1993-2017-ICESIMP2018_2011,WGCSE-HADVIIb-k-1993-2017-ICESIMP2018_2010,98000,129000,TBbest-MT,MT,98000,129000,98000,129000,NA,NA,85200,37400,NA,NA,0.278571429,0.207751938,ERbest-ratio,ratio,0.278571429,0.207751938,NA,NA,0.454,0.594
WGSSDS-HADVIIb-k-1987-2012-CHING,HADVIIb-k,ICES,WGSSDS,1987-2012,1987,2012,Statistical catch at age model,ASAP,Age Structured Assessment Program,multinational,Europe (EU),ICES 7b-k,multinational-ICES-VIIb-k,Haddock ICES 7b-k,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/committe/acom/comwork/report/2012/2012/had-7b-k.pdf,Current,France,27,NULL,NA,NA,NA,NA,NA,1993,2012,1993,2011,1987,2011,2011,6,2011,2010,WGSSDS-HADVIIb-k-1987-2012-CHING_2011,WGSSDS-HADVIIb-k-1987-2012-CHING_2010,88000,118000,TBbest-MT,MT,88000,118000,88000,118000,NA,NA,76500,32000,NA,NA,0.305,0.224,ERbest-ratio,ratio,0.305,0.224,0.305,0.224,0.526,0.658
WGBIE-HAKENRTN-1978-2013-ICESIMP2016,HAKENRTN,ICES,WGBIE,1978-2013,1978,2013,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 3a-4-6-7-8abd,multinational-ICES-IIIa-IV-VI-VII-VIIIabd,Hake ICES 3a-4-6-7-8abd,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,Merluccius merluccius,Hake,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/hke-nrtn.pdf,Current,France,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1978,2013,1978,2012,1978,2012,2012,6,2010,2009,WGBIE-HAKENRTN-1978-2013-ICESIMP2016_2010,WGBIE-HAKENRTN-1978-2013-ICESIMP2016_2009,251000,167000,TBbest-MT,MT,251000,167000,251000,167000,NA,NA,181000,103000,NA,NA,0.309960159,0.392814371,ERbest-ratio,ratio,0.309960159,0.392814371,NA,NA,0.25,0.31
WGBIE-HAKENRTN-1978-2014-ICESIMP2016,HAKENRTN,ICES,WGBIE,1978-2014,1978,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 3a-4-6-7-8abd,multinational-ICES-IIIa-IV-VI-VII-VIIIabd,Hake ICES 3a-4-6-7-8abd,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,Merluccius merluccius,Hake,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/hke-nrtn.pdf,Current,France,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1978,2014,1978,2013,1978,2013,2013,5,2010,2009,WGBIE-HAKENRTN-1978-2014-ICESIMP2016_2010,WGBIE-HAKENRTN-1978-2014-ICESIMP2016_2009,191000,124000,TBbest-MT,MT,191000,124000,191000,124000,NA,NA,126000,71100,NA,NA,0.444502618,0.563709677,ERbest-ratio,ratio,0.444502618,0.563709677,NA,NA,0.38,0.49
WGBIE-HAKENRTN-1978-2015-ICESIMP2016,HAKENRTN,ICES,WGBIE,1978-2015,1978,2015,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 3a-4-6-7-8abd,multinational-ICES-IIIa-IV-VI-VII-VIIIabd,Hake ICES 3a-4-6-7-8abd,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,Merluccius merluccius,Hake,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/hke-nrtn.pdf,Current,France,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1978,2015,1978,2014,1978,2014,2014,4,2010,2009,WGBIE-HAKENRTN-1978-2015-ICESIMP2016_2010,WGBIE-HAKENRTN-1978-2015-ICESIMP2016_2009,207000,128000,TBbest-MT,MT,207000,128000,207000,128000,NA,NA,134000,72300,NA,NA,0.410144928,0.5453125,ERbest-ratio,ratio,0.410144928,0.5453125,NA,NA,0.35,0.46
WGBIE-HAKENRTN-1978-2016-ICESIMP2016,HAKENRTN,ICES,WGBIE,1978-2016,1978,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 3a-4-6-7-8abd,multinational-ICES-IIIa-IV-VI-VII-VIIIabd,Hake ICES 3a-4-6-7-8abd,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,Merluccius merluccius,Hake,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/hke-nrtn.pdf,Current,France,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1978,2016,1978,2015,1978,2015,2015,3,2010,2009,WGBIE-HAKENRTN-1978-2016-ICESIMP2016_2010,WGBIE-HAKENRTN-1978-2016-ICESIMP2016_2009,211000,130000,TBbest-MT,MT,211000,130000,211000,130000,NA,NA,135000,73000,NA,NA,0.38957346,0.528461538,ERbest-ratio,ratio,0.38957346,0.528461538,NA,NA,0.35,0.47
WGBIE-HAKENRTN-1978-2017-ICESIMP2018,HAKENRTN,ICES,WGBIE,1978-2017,1978,2017,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 3a-4-6-7-8abd,multinational-ICES-IIIa-IV-VI-VII-VIIIabd,Hake ICES 3a-4-6-7-8abd,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,Merluccius merluccius,Hake,0,,Current,France,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1978,2017,1978,2016,1978,2016,2016,2,2010,2009,WGBIE-HAKENRTN-1978-2017-ICESIMP2018_2010,WGBIE-HAKENRTN-1978-2017-ICESIMP2018_2009,196000,121000,TBbest-MT,MT,196000,121000,196000,121000,NA,NA,123000,67000,NA,NA,0.433163265,0.576859504,ERbest-ratio,ratio,0.433163265,0.576859504,NA,NA,0.39,0.51
WGBIE-HAKENRTN-1978-2018-ICESIMP2018,HAKENRTN,ICES,WGBIE,1978-2018,1978,2018,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 3a-4-6-7-8abd,multinational-ICES-IIIa-IV-VI-VII-VIIIabd,Hake ICES 3a-4-6-7-8abd,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,Merluccius merluccius,Hake,999,,Current,France,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1978,2018,1978,2017,1978,2017,2017,1,2010,2009,WGBIE-HAKENRTN-1978-2018-ICESIMP2018_2010,WGBIE-HAKENRTN-1978-2018-ICESIMP2018_2009,207000,127000,TBbest-MT,MT,207000,127000,207000,127000,NA,NA,131000,71100,NA,NA,0.397101449,0.540944882,ERbest-ratio,ratio,0.397101449,0.540944882,NA,NA,0.36,0.48
WGHMM-HAKENRTN-1961-2011-CHING,HAKENRTN,ICES,WGHMM,1961-2011,1961,2011,Integrated Analysis,SS3,Stock Synthesis v3.0 model,multinational,Europe (EU),ICES 3a-4-6-7-8abd,multinational-ICES-IIIa-IV-VI-VII-VIIIabd,Hake ICES 3a-4-6-7-8abd,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,Merluccius merluccius,Hake,0,http://www.ices.dk/committe/acom/comwork/report/2012/2012/hke-nrth.pdf,Current,France,27,NULL,NA,NA,NA,NA,NA,1978,2010,1978,2010,1961,2011,2010,7,2010,2009,WGHMM-HAKENRTN-1961-2011-CHING_2010,WGHMM-HAKENRTN-1961-2011-CHING_2009,175000,134000,TBbest-MT,MT,175000,134000,175000,134000,NA,NA,131000,85200,NA,NA,0.416,0.439,ERbest-ratio,ratio,0.416,0.439,0.416,0.439,0.39,0.4
WGBIE-HAKESOTH-1982-2014-ICESIMP2016,HAKESOTH,ICES,WGBIE,1982-2014,1982,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8c-9a,multinational-ICES-VIIIc-IXa,Hake ICES 8c-9a,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,Merluccius merluccius,Hake,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/hke-soth.pdf,Current,Spain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1982,2014,1982,2013,1982,2013,2013,5,2010,2009,WGBIE-HAKESOTH-1982-2014-ICESIMP2016_2010,WGBIE-HAKESOTH-1982-2014-ICESIMP2016_2009,13900,14400,SSB-MT,MT,NA,NA,NA,NA,NA,NA,13900,14400,NA,NA,0.737,0.975,F-1/yr,1/yr,NA,NA,NA,NA,0.737,0.975
WGBIE-HAKESOTH-1982-2015-ICESIMP2016,HAKESOTH,ICES,WGBIE,1982-2015,1982,2015,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8c-9a,multinational-ICES-VIIIc-IXa,Hake ICES 8c-9a,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,Merluccius merluccius,Hake,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/hke-soth.pdf,Current,Spain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1982,2015,1982,2014,1982,2014,2014,4,2010,2009,WGBIE-HAKESOTH-1982-2015-ICESIMP2016_2010,WGBIE-HAKESOTH-1982-2015-ICESIMP2016_2009,12900,13800,SSB-MT,MT,21900,23300,21900,23300,NA,NA,12900,13800,NA,NA,0.788,1.01,F-1/yr,1/yr,0.771689498,0.9527897,NA,NA,0.788,1.01
WGBIE-HAKESOTH-1982-2016-ICESIMP2016,HAKESOTH,ICES,WGBIE,1982-2016,1982,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8c-9a,multinational-ICES-VIIIc-IXa,Hake ICES 8c-9a,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,Merluccius merluccius,Hake,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/hke-soth.pdf,Current,Spain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1982,2016,1982,2015,1982,2015,2015,3,2010,2009,WGBIE-HAKESOTH-1982-2016-ICESIMP2016_2010,WGBIE-HAKESOTH-1982-2016-ICESIMP2016_2009,14600,14500,SSB-MT,MT,23900,24400,23900,24400,NA,NA,14600,14500,NA,NA,0.707,0.95,F-1/yr,1/yr,0.707112971,0.909836066,NA,NA,0.707,0.95
WGBIE-HAKESOTH-1982-2017-ICESIMP2018,HAKESOTH,ICES,WGBIE,1982-2017,1982,2017,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8c-9a,multinational-ICES-VIIIc-IXa,Hake ICES 8c-9a,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,Merluccius merluccius,Hake,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/hke.27.8c9a.pdf,Current,Spain,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1982,2017,1982,2016,1982,2016,2016,2,2010,2009,WGBIE-HAKESOTH-1982-2017-ICESIMP2018_2010,WGBIE-HAKESOTH-1982-2017-ICESIMP2018_2009,14300,14300,SSB-MT,MT,NA,NA,NA,NA,NA,NA,14300,14300,NA,NA,0.722,0.961,F-1/yr,1/yr,NA,NA,NA,NA,0.722,0.961
WGBIE-HAKESOTH-1982-2018-ICESIMP2018,HAKESOTH,ICES,WGBIE,1982-2018,1982,2018,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8c-9a,multinational-ICES-VIIIc-IXa,Hake ICES 8c-9a,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,Merluccius merluccius,Hake,999,,Current,Spain,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1982,2018,1982,2017,1982,2017,2017,1,2010,2009,WGBIE-HAKESOTH-1982-2018-ICESIMP2018_2010,WGBIE-HAKESOTH-1982-2018-ICESIMP2018_2009,14100,14200,SSB-MT,MT,23300,24000,23300,24000,NA,NA,14100,14200,NA,NA,0.73,0.967,F-1/yr,1/yr,0.725321888,0.925,NA,NA,0.73,0.967
WGHMM-HAKESOTH-1972-2011-CHING,HAKESOTH,ICES,WGHMM,1972-2011,1972,2011,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8c-9a,multinational-ICES-VIIIc-IXa,Hake ICES 8c-9a,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,Merluccius merluccius,Hake,0,http://www.ices.dk/committe/acom/comwork/report/2012/2012/hke-soth.pdf,Current,Spain,27,NULL,NA,NA,NA,NA,NA,1982,2011,1982,2010,1972,2011,2010,7,2010,2009,WGHMM-HAKESOTH-1972-2011-CHING_2010,WGHMM-HAKESOTH-1972-2011-CHING_2009,18700,17200,SSB-MT,MT,NA,NA,NA,NA,NA,NA,18700,17200,NA,NA,0.521,0.825,F-1/yr,1/yr,NA,NA,NA,NA,0.521,0.825
WGHMM-HAKESOTH-1982-2013-ICESIMP2016,HAKESOTH,ICES,WGHMM,1982-2013,1982,2013,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8c-9a,multinational-ICES-VIIIc-IXa,Hake ICES 8c-9a,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,Merluccius merluccius,Hake,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/hke-soth.pdf,Current,Spain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1982,2013,1982,2012,1982,2012,2012,6,2010,2009,WGHMM-HAKESOTH-1982-2013-ICESIMP2016_2010,WGHMM-HAKESOTH-1982-2013-ICESIMP2016_2009,14700,14800,SSB-MT,MT,NA,NA,NA,NA,NA,NA,14700,14800,NA,NA,0.695,0.945,F-1/yr,1/yr,NA,NA,NA,NA,0.695,0.945
HAWG-HERR2224IIIa-1991-2011-NEUBAUER,HERR2224IIIa,ICES,HAWG,1991-2011,1991,2011,Statistical catch at age model,ICA,Integrated Catch-at-age Analysis,multinational,Europe (EU),ICES 22-24-3a,multinational-ICES-22-24-IIIa,Herring ICES 22-24-3a,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Clupea harengus,Herring,0,"http://www.ices.dk/reports/ACOM/2011/WGBFAS/Sec%2006.2%20Herring%20in%20subdivisions%2025-27%2028.2,%2029%20and%2032.pdf",Current,Sweden,27,NULL,NA,NA,NA,NA,NA,1991,2011,1991,2010,1991,2010,2010,7,2010,2009,HAWG-HERR2224IIIa-1991-2011-NEUBAUER_2010,HAWG-HERR2224IIIa-1991-2011-NEUBAUER_2009,164000,178000,TBbest-MT,MT,164000,178000,164000,178000,NA,NA,95200,105000,NA,NA,0.258,0.378,ERbest-ratio,ratio,0.258,0.378,0.258,0.378,0.302,0.517
HAWG-HERR2224IIIa-1991-2013-ICESIMP2016,HERR2224IIIa,ICES,HAWG,1991-2013,1991,2013,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 22-24-3a,multinational-ICES-22-24-IIIa,Herring ICES 22-24-3a,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Clupea harengus,Herring,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/her-3a22.pdf,Current,Sweden,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1991,2013,1991,2012,1991,2012,2012,6,2010,2009,HAWG-HERR2224IIIa-1991-2013-ICESIMP2016_2010,HAWG-HERR2224IIIa-1991-2013-ICESIMP2016_2009,137000,148000,TBbest-MT,MT,137000,148000,137000,148000,NA,NA,88200,92100,NA,NA,0.308029197,0.45472973,ERbest-ratio,ratio,0.308029197,0.45472973,NA,NA,0.37,0.526
HAWG-HERR2224IIIa-1991-2014-ICESIMP2016,HERR2224IIIa,ICES,HAWG,1991-2014,1991,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 22-24-3a,multinational-ICES-22-24-IIIa,Herring ICES 22-24-3a,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Clupea harengus,Herring,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/her-3a22.pdf,Current,Sweden,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1991,2014,1991,2013,1991,2013,2013,5,2010,2009,HAWG-HERR2224IIIa-1991-2014-ICESIMP2016_2010,HAWG-HERR2224IIIa-1991-2014-ICESIMP2016_2009,152000,167000,TBbest-MT,MT,152000,167000,152000,167000,NA,NA,89100,92300,NA,NA,0.277631579,0.402994012,ERbest-ratio,ratio,0.277631579,0.402994012,NA,NA,0.379,0.535
HAWG-HERR2224IIIa-1991-2015-ICESIMP2016,HERR2224IIIa,ICES,HAWG,1991-2015,1991,2015,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 22-24-3a,multinational-ICES-22-24-IIIa,Herring ICES 22-24-3a,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Clupea harengus,Herring,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/her-3a22.pdf,Current,Sweden,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1991,2015,1991,2014,1991,2014,2014,4,2010,2009,HAWG-HERR2224IIIa-1991-2015-ICESIMP2016_2010,HAWG-HERR2224IIIa-1991-2015-ICESIMP2016_2009,155000,169000,TBbest-MT,MT,155000,169000,155000,169000,NA,NA,92000,94700,NA,NA,0.272258065,0.398224852,ERbest-ratio,ratio,0.272258065,0.398224852,NA,NA,0.361,0.522
