"assessid","stockid","country","region","assesssource","method","methodlong","M","M_notes","ty","B_ty","B_type","B_unit","TBbest_ty","TB_ty","TB_ty_minus1","TN_ty","TN_ty_minus1","SSB_ty","SSB_ty_minus1","SSB_E00eggs_ty","SSB_E00eggs_ty_minus1","F_ty","F_ty_minus1"
"DFO-COD3Pn4RS-1964-2015-WATSON","COD3Pn4RS","Canada","Canada East Coast","NULL","VPA","Sequential Population Analysis / ADAPT",NA,NA,2010,62000000,"TN-E00","E00",31900,31900,32800,62000000,73500000,15800,20800,NA,NA,0.28,0.28
"DFO-QUE-COD3Pn4RS-1964-2012-CHING","COD3Pn4RS","Canada","Canada East Coast","http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2012/2012_005-eng.pdf","Unknown","Unknown",NA,NA,2010,51500000,"TN-E00","E00",NA,NA,NA,51500000,55400000,16300,17000,NA,NA,0.105,0.134
"DFO-COD3Ps-1980-2014-WATSON","COD3Ps","Canada","Canada East Coast","NULL","Survey index","Survey based stock assessment method",NA,NA,2011,30500,"TB-MT","MT",30500,30500,57600,52600000,88400000,NA,NA,NA,NA,0.225573770491803,0.144097222222222
"DFO-NFLD-COD3Ps-1959-2011-CHING","COD3Ps","Canada","Canada East Coast","http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2011/2011_079-eng.pdf","Unknown","Unknown",NA,NA,2011,30700,"TB-MT","MT",NA,30700,57400,NA,NA,NA,NA,NA,NA,0.141,0.146
"DFO-COD4TVn-1965-2015-WATSON","COD4TVn","Canada","Canada East Coast","http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/2015/2015_080-eng.pdf","Statistical catch at age model","Statistical catch-at-age model",NA,NA,2009,35200,"SSB-MT","MT",NA,NA,NA,174000000,205000000,35200,44000,NA,NA,0.003,0.03
"DFO-SG-COD4TVn-1930-2011-CHING","COD4TVn","Canada","Canada East Coast","http://www.dfo-mpo.gc.ca/Csas-sccs/publications/resdocs-docrech/2012/2012_052-eng.pdf","Unknown","Unknown",NA,NA,2009,45000,"SSB-MT","MT",34300,34300,41300,NA,NA,45000,51300,NA,NA,0.00178,0.0116
"WGBFAS-CODBA2224-1965-2012-CHING","CODBA2224","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/cod-2224.pdf","Statistical catch at age model","SAM",NA,NA,2011,33500,"SSB-MT","MT",NA,NA,NA,NA,NA,33500,30000,NA,NA,0.233,0.225
"WGBFAS-CODBA2224-1969-2013-ICESIMP2016","CODBA2224","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2013/2013/cod-2224_201304100002.pdf","Unknown","Unknown",NA,NA,2011,34000,"SSB-MT","MT",48200,48200,46400,NA,NA,34000,33200,NA,NA,0.338174273858921,0.303879310344828
"WGBFAS-CODBA2224-1969-2014-ICESIMP2016","CODBA2224","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/cod-2224.pdf","Unknown","Unknown",NA,NA,2011,33100,"SSB-MT","MT",46000,46000,46000,NA,NA,33100,33400,NA,NA,0.415217391304348,0.391304347826087
"WGBFAS-CODBA2224-1993-2015-ICESIMP2016","CODBA2224","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/cod-2224.pdf","Unknown","Unknown",NA,NA,2011,13600,"SSB-MT","MT",16900,16900,18200,NA,NA,13600,13700,NA,NA,0.656804733727811,0.615384615384615
"WGBFAS-CODBA2224-1993-2016-ICESIMP2016","CODBA2224","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/cod-2224.pdf","Unknown","Unknown",NA,NA,2011,13500,"SSB-MT","MT",16900,16900,17500,NA,NA,13500,13100,NA,NA,0.539644970414201,0.483428571428571
"WGBFAS-CODBA2224-1993-2016-ICESIMP2018","CODBA2224","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/cod-2224.pdf","Unknown","Unknown",NA,NA,2011,13500,"SSB-MT","MT",16900,16900,17500,NA,NA,13500,13100,NA,NA,0.539644970414201,0.483428571428571
"WGBFAS-CODBA2224-1993-2017-ICESIMP2018","CODBA2224","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.27.22-24.pdf","Unknown","Unknown",NA,NA,2011,13200,"SSB-MT","MT",16500,16500,17400,NA,NA,13200,13100,NA,NA,0.660606060606061,0.614942528735632
"WGBFAS-CODBA2224-1993-2018-ICESIMP2018","CODBA2224","multinational","Europe (EU)","","Unknown","Unknown",NA,NA,2011,13100,"SSB-MT","MT",16300,16300,17600,NA,NA,13100,13200,NA,NA,0.668711656441718,0.607954545454545
"WGBFAS-CODBA2532-1964-2013-ICESIMP2016","CODBA2532","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2013/2013/cod-2532_201304112231.pdf","Unknown","Unknown",NA,NA,2011,198000,"TBbest-MT","MT",198000,198000,203000,NA,NA,132000,140000,NA,NA,0.254545454545455,0.247783251231527
"WGBFAS-CODBA2532-1966-2012-CHING","CODBA2532","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/cod-2532.pdf","VPA","Extended Survivor Analysis",NA,NA,2011,291000,"TBbest-MT","MT",291000,291000,280000,NA,NA,211000,208000,NA,NA,0.173,0.18
"NWWG-CODFAPL-1957-2015-ICESIMP2016","CODFAPL","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/cod-farp.pdf","Unknown","Unknown",NA,NA,2011,30800,"TBbest-MT","MT",30800,30800,38800,NA,NA,19100,21500,NA,NA,0.316883116883117,0.329896907216495
"NWWG-CODFAPL-1957-2016-ICESIMP2016","CODFAPL","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/cod-farp.pdf","Unknown","Unknown",NA,NA,2011,29300,"TBbest-MT","MT",29300,29300,37200,NA,NA,18100,21000,NA,NA,0.330716723549488,0.344086021505376
"NWWG-CODFAPL-1958-2017-ICESIMP2018","CODFAPL","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.27.5b1.pdf","Unknown","Unknown",NA,NA,2011,33200,"TBbest-MT","MT",33200,33200,44300,NA,NA,19900,22000,NA,NA,0.291867469879518,0.288939051918736
"NWWG-CODFAPL-1958-2018-ICESIMP2018","CODFAPL","multinational","Europe (non-EU)","","Unknown","Unknown",NA,NA,2011,33600,"TBbest-MT","MT",33600,33600,44800,NA,NA,20100,22100,NA,NA,0.288392857142857,0.285714285714286
"NWWG-CODFAPL-1959-2012-CHING","CODFAPL","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/cod-farp.pdf","Unknown","Unknown",NA,NA,2011,38300,"TBbest-MT","MT",38300,38300,45300,NA,NA,23800,24100,NA,NA,0.258,0.283
"NWWG-CODFAPL-1959-2013-ICESIMP2016","CODFAPL","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/cod-farp.pdf","Unknown","Unknown",NA,NA,2011,35500,"TBbest-MT","MT",35500,35500,42500,NA,NA,21400,22200,NA,NA,0.27887323943662,0.301176470588235
"NWWG-CODFAPL-1959-2014-ICESIMP2016","CODFAPL","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/cod-farp.pdf","Unknown","Unknown",NA,NA,2011,32800,"TBbest-MT","MT",32800,32800,40900,NA,NA,20600,22300,NA,NA,0.297560975609756,0.312958435207824
"NEFSC-CODGOM-1981-2011-CHING","CODGOM","USA","US East Coast","http://nefsc.noaa.gov/publications/crd/crd1301/parta.pdf","Statistical catch at age model","Age Structured Assessment Program",NA,NA,2011,9900,"SSB-MT","MT",NA,NA,NA,NA,NA,9900,11100,NA,NA,0.878,0.833
"NEFSC-CODGOM-2006-2014-ASHBROOK","CODGOM","USA","US East Coast","http://www.nefsc.noaa.gov/publications/crd/crd1524/Individual%20Stocks/GOM_Atlantic_cod.pdf","Statistical catch at age model","Age Structured Assessment Program",NA,NA,2011,6730,"SSB-MT","MT",NA,NA,NA,NA,NA,6730,10600,NA,NA,1.35,0.908
"NWWG-CODICE-1952-2012-CHING","CODICE","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/cod-iceg.pdf","Statistical catch at age model","Statistical catch-at-age model",NA,NA,2011,367000,"SSB-MT","MT",944000,944000,849000,NA,NA,367000,299000,NA,NA,0.28,0.32
"NWWG-CODICE-1952-2013-ICESIMP2016","CODICE","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/cod-iceg.pdf","Unknown","Unknown",NA,NA,2011,367000,"SSB-MT","MT",NA,NA,NA,NA,NA,367000,300000,NA,NA,0.282,0.329
"NWWG-CODICE-1952-2014-ICESIMP2016","CODICE","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/cod-iceg.pdf","Unknown","Unknown",NA,NA,2011,365000,"SSB-MT","MT",932000,932000,843000,NA,NA,365000,300000,NA,NA,0.28,0.32
"NWWG-CODICE-1952-2015-ICESIMP2016","CODICE","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/cod-iceg.pdf","Unknown","Unknown",NA,NA,2011,367000,"SSB-MT","MT",NA,NA,NA,NA,NA,367000,293000,NA,NA,0.284,0.326
"NWWG-CODICE-1952-2016-ICESIMP2016","CODICE","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/cod-iceg.pdf","Unknown","Unknown",NA,NA,2011,369000,"SSB-MT","MT",NA,NA,NA,NA,NA,369000,296000,NA,NA,0.29,0.32
"NWWG-CODICE-1952-2017-ICESIMP2018","CODICE","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.27.5a.pdf","Unknown","Unknown",NA,NA,2011,358000,"SSB-MT","MT",NA,NA,NA,NA,NA,358000,288000,NA,NA,0.3,0.33
"NWWG-CODICE-1952-2018-ICESIMP2018","CODICE","multinational","Europe (non-EU)","","Unknown","Unknown",NA,NA,2011,365000,"SSB-MT","MT",NA,NA,NA,NA,NA,365000,295000,NA,NA,0.29,0.32
"WGNSSK-CODIIIaW-IV-VIId-1962-2011-NEUBAUER","CODIIIaW-IV-VIId","multinational","Europe (EU)","http://www.ices.dk/reports/ACOM/2011/WGNSSK/Sec%2014%20Cod.pdf","Statistical catch at age model","SAM",NA,NA,2010,188000,"TBbest-MT","MT",188000,188000,167000,NA,NA,52700,50800,NA,NA,0.368617021276596,0.382035928143713
"WGNSSK-CODIIIaW-IV-VIId-1962-2013-ICESIMP2016","CODIIIaW-IV-VIId","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2013/2013/cod-347.pdf","Unknown","Unknown",NA,NA,2010,200000,"TBbest-MT","MT",200000,200000,181000,NA,NA,43300,40600,NA,NA,0.251,0.270718232044199
"WGNSSK-CODIIIaW-IV-VIId-1962-2014-ICESIMP2016","CODIIIaW-IV-VIId","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/cod-347d.pdf","Unknown","Unknown",NA,NA,2010,190000,"TBbest-MT","MT",190000,190000,175000,NA,NA,40600,39100,NA,NA,0.262631578947368,0.276571428571429
"WGNSSK-CODIIIaW-IV-VIId-1962-2015-ICESIMP2016","CODIIIaW-IV-VIId","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/cod-347d.pdf","Unknown","Unknown",NA,NA,2010,242000,"TBbest-MT","MT",242000,242000,225000,NA,NA,93300,90900,NA,NA,0.15,0.148
"WGNSSK-CODIIIaW-IV-VIId-1962-2016-ICESIMP2016","CODIIIaW-IV-VIId","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/cod-347d.pdf","Unknown","Unknown",NA,NA,2010,236000,"TBbest-MT","MT",236000,236000,220000,NA,NA,93100,90900,NA,NA,0.20635593220339,0.249090909090909
"WGNSSK-CODIIIaW-IV-VIId-1962-2016-ICESIMP2018","CODIIIaW-IV-VIId","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/cod-347d.pdf","Unknown","Unknown",NA,NA,2010,236000,"TBbest-MT","MT",236000,236000,220000,NA,NA,92400,90500,NA,NA,0.206779661016949,0.249545454545455
"WGNSSK-CODIIIaW-IV-VIId-1962-2017-ICESIMP2018","CODIIIaW-IV-VIId","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.27.47d20.pdf","Unknown","Unknown",NA,NA,2010,228000,"TBbest-MT","MT",228000,228000,213000,NA,NA,91100,91000,NA,NA,0.214035087719298,0.257276995305164
"WGNSSK-CODIIIaW-IV-VIId-1962-2018-ICESIMP2018","CODIIIaW-IV-VIId","multinational","Europe (EU)","","Unknown","Unknown",NA,NA,2010,222000,"TBbest-MT","MT",222000,222000,212000,NA,NA,88800,89900,NA,NA,0.218468468468468,0.255660377358491
"WGBFAS-CODIS-1968-2010-NEUBAUER","CODIS","multinational","Europe (EU)","http://www.ices.dk/reports/ACOM/2011/WGCSE/draft_06.2_Cod%20VIIa.pdf","VPA","The ADAPT approach with year effects in a catch multiplier","0.2","",2010,5070,"TBbest-MT","MT",5070,5070,2230,NA,NA,947,1190,NA,NA,0.235,0.486
"WGCSE-CODIS-1967-2013-ICESIMP2016","CODIS","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/cod-iris.pdf","Unknown","Unknown",NA,NA,2010,3160,"TBbest-MT","MT",3160,3160,2030,NA,NA,1370,1170,NA,NA,0.266139240506329,0.259113300492611
"WGCSE-CODIS-1967-2014-ICESIMP2016","CODIS","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/cod-iris.pdf","Unknown","Unknown",NA,NA,2010,3290,"TBbest-MT","MT",3290,3290,2060,NA,NA,1420,1190,NA,NA,0.141033434650456,0.22621359223301
"WGCSE-CODIS-1967-2015-ICESIMP2016","CODIS","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/cod-iris.pdf","Unknown","Unknown",NA,NA,2010,3340,"TBbest-MT","MT",3340,3340,2090,NA,NA,1410,1190,NA,NA,0.251796407185629,0.251674641148325
"WGCSE-CODIS-1967-2016-ICESIMP2016","CODIS","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/cod-iris.pdf","Unknown","Unknown",NA,NA,2010,3900,"TBbest-MT","MT",3900,3900,2450,NA,NA,1740,1390,NA,NA,0.215641025641026,0.21469387755102
"WGCSE-CODIS-1968-2017-ICESIMP2018","CODIS","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.27.7a.pdf","Unknown","Unknown",NA,NA,2010,3670,"TBbest-MT","MT",3670,3670,2650,NA,NA,1080,863,NA,NA,0.231607629427793,0.209056603773585
"AFWG-CODNEAR-1943-2013-ICESIMP2016","CODNEAR","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/cod-arct.pdf","Unknown","Unknown",NA,NA,2011,3430000,"TBbest-MT","MT",3430000,3430000,3380000,NA,NA,1770000,1340000,NA,NA,0.209912536443149,0.180473372781065
"AFWG-CODNEAR-1943-2014-ICESIMP2016","CODNEAR","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/cod-arct.pdf","Unknown","Unknown",NA,NA,2011,3560000,"TBbest-MT","MT",3560000,3560000,3450000,NA,NA,1760000,1290000,NA,NA,0.202247191011236,0.176811594202899
"AFWG-CODNEAR-1943-2015-ICESIMP2016","CODNEAR","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/cod-arct.pdf","Unknown","Unknown",NA,NA,2011,3380000,"TBbest-MT","MT",3380000,3380000,3290000,NA,NA,1600000,1190000,NA,NA,0.21301775147929,0.185410334346505
"AFWG-CODNEAR-1943-2016-ICESIMP2016","CODNEAR","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/cod-arct.pdf","Unknown","Unknown",NA,NA,2011,3590000,"TBbest-MT","MT",3590000,3590000,3460000,NA,NA,1700000,1250000,NA,NA,0.200557103064067,0.176300578034682
"AFWG-CODNEAR-1943-2017-ICESIMP2018","CODNEAR","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.27.1-2.pdf","Unknown","Unknown",NA,NA,2011,4040000,"TBbest-MT","MT",4040000,4040000,3820000,NA,NA,2040000,1410000,NA,NA,0.178217821782178,0.159685863874346
"AFWG-CODNEAR-1943-2018-ICESIMP2018","CODNEAR","multinational","Europe (non-EU)","","Unknown","Unknown",NA,NA,2011,4020000,"TBbest-MT","MT",4020000,4020000,3810000,NA,NA,2020000,1410000,NA,NA,0.17910447761194,0.16010498687664
"AFWG-CODNEAR-1946-2011-CHING","CODNEAR","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication%20Reports/Expert%20Group%20Report/acfm/2006/afwg/03-NEA%20Cod.pdf","Unknown","Unknown",NA,NA,2011,3640000,"TBbest-MT","MT",3640000,3640000,3540000,NA,NA,1860000,1360000,NA,NA,0.198,0.172
"AFWG-CODNEARNCW-1982-2016-ICESIMP2016","CODNEARNCW","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/cod-coas.pdf","Unknown","Unknown",NA,NA,2015,16800,"SSB-MT","MT",NA,NA,NA,NA,NA,16800,37700,NA,NA,0.331,0.211
"AFWG-CODNEARNCW-1984-2016-ICESIMP2018","CODNEARNCW","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.27.1-2coast.pdf","Unknown","Unknown",NA,NA,2015,16800,"SSB-MT","MT",NA,NA,NA,NA,NA,16800,37700,NA,NA,0.251,0.175
"WGCSE-CODVIa-1980-2013-ICESIMP2016","CODVIa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/cod-scow.pdf","Unknown","Unknown",NA,NA,2011,3210,"TBbest-MT","MT",3210,3210,3880,NA,NA,2220,2220,NA,NA,0.504672897196262,0.402061855670103
"WGCSE-CODVIa-1980-2014-ICESIMP2016","CODVIa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/cod-scow.pdf","Unknown","Unknown",NA,NA,2011,3800,"TBbest-MT","MT",3800,3800,4230,NA,NA,2520,2250,NA,NA,0.557894736842105,0.316784869976359
"WGCSE-CODVIa-1980-2015-ICESIMP2016","CODVIa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/cod-scow.pdf","Unknown","Unknown",NA,NA,2011,4370,"TBbest-MT","MT",4370,4370,4460,NA,NA,2860,2330,NA,NA,0.48512585812357,0.300448430493274
"WGCSE-CODVIa-1980-2017-ICESIMP2018","CODVIa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.27.6a.pdf","Unknown","Unknown",NA,NA,2011,4250,"TBbest-MT","MT",4250,4250,4260,NA,NA,2650,2220,NA,NA,0.498823529411765,0.314553990610329
"WGCSE-CODVIa-1981-2012-CHING","CODVIa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/cod-scow.pdf","Statistical catch at age model","State-space catch at age time series analysis",NA,NA,2011,5930,"TBbest-MT","MT",5930,5930,6400,NA,NA,3870,3500,NA,NA,1.07,0.538
"WGCSE-CODVIa-1981-2016-ICESIMP2016","CODVIa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/cod-scow.pdf","Unknown","Unknown",NA,NA,2011,4460,"TBbest-MT","MT",4460,4460,4490,NA,NA,2850,2360,NA,NA,0.475336322869955,0.298440979955457
"WGBFAS-CODVIIek-1971-2012-CHING","CODVIIek","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication%20Reports/Expert%20Group%20Report/acom/2012/WGCSE/07.01_07.02_CS%20Overview_Cod%20VIIe_k_2012.pdf","VPA","Extended Survivor Analysis",NA,NA,2011,23400,"TBbest-MT","MT",23400,23400,23100,NA,NA,11500,5340,NA,NA,0.202,0.14
"WGCSE-CODVIIek-1970-2013-ICESIMP2016","CODVIIek","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/cod-7e-k.pdf","Unknown","Unknown",NA,NA,2011,21900,"TBbest-MT","MT",21900,21900,22100,NA,NA,11700,5550,NA,NA,0.331506849315069,0.146153846153846
"WGCSE-CODVIIek-1970-2014-ICESIMP2016","CODVIIek","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/cod-7e-k.pdf","Unknown","Unknown",NA,NA,2011,20100,"TBbest-MT","MT",20100,20100,20200,NA,NA,10700,5440,NA,NA,0.361194029850746,0.159405940594059
"WGCSE-CODVIIek-1970-2015-ICESIMP2016","CODVIIek","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/cod-7e-k.pdf","Unknown","Unknown",NA,NA,2011,18000,"TBbest-MT","MT",18000,18000,18600,NA,NA,9440,5090,NA,NA,0.442222222222222,0.173655913978495
"WGCSE-CODVIIek-1970-2016-ICESIMP2016","CODVIIek","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/cod-7e-k.pdf","Unknown","Unknown",NA,NA,2011,17200,"TBbest-MT","MT",17200,17200,17900,NA,NA,9100,4980,NA,NA,0.462790697674419,0.180446927374302
"WGCSE-CODVIIek-1970-2017-ICESIMP2018","CODVIIek","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.27.7e-k.pdf","Unknown","Unknown",NA,NA,2011,17100,"TBbest-MT","MT",17100,17100,17800,NA,NA,9060,4960,NA,NA,0.465497076023392,0.181460674157303
"PFMC-COWCODSCAL-1900-2015-HIVELY","COWCODSCAL","USA","US West Coast","http://www.pcouncil.org/","Biomass dynamics model","Extended Depletion-Based Stock Reduction Analysis","0.06","",2012,1020,"TBbest-MT","MT",1020,1020,990,NA,NA,509,495,NA,NA,0.001,0.001
"SWFSC-COWCODSCAL-1900-2012-SISIMP2016","COWCODSCAL","USA","US West Coast","","Biomass dynamics model","Extended Depletion-Based Stock Reduction Analysis",NA,NA,2012,1020,"TBbest-MT","MT",1020,1020,990,NA,NA,NA,NA,NA,NA,0.00081,0.00084
"MARAM-CRLOBSTERSA12-1910-2012-Johnston","CRLOBSTERSA12","South Africa","South Africa","http://www.math.uct.ac.za/maram/pub/2013/FISHERIES_2013_AUG_WCRL_24.pdf","Biomass dynamics model","Size-structured population dynamics model","0.11","",2012,404,"TBbest-MT","MT",404,404,414,NA,NA,NA,NA,NA,NA,0.00757425742574257,0.0342995169082126
"MARAM-CRLOBSTERSA12-1910-2014-Johnston","CRLOBSTERSA12","South Africa","South Africa","http://www.mth.uct.ac.za/maram/pub/2015/FISHERIES_2015_MAR_SWG_WCRL_11.pdf","Biomass dynamics model","Size-structured population dynamics model","0.11","",2012,723,"TBbest-MT","MT",723,723,736,NA,NA,NA,NA,NA,NA,0.00423,0.0193
"MARAM-CRLOBSTERSA34-1910-2012-Johnston","CRLOBSTERSA34","South Africa","South Africa","http://www.math.uct.ac.za/maram/pub/2013/FISHERIES_2013_AUG_WCRL_24.pdf","Biomass dynamics model","Size-structured population dynamics model","0.11","",2012,3780,"TBbest-MT","MT",3780,3780,3760,NA,NA,NA,NA,NA,NA,0.0703703703703704,0.0595744680851064
"MARAM-CRLOBSTERSA34-1910-2014-Johnston","CRLOBSTERSA34","South Africa","South Africa","http://www.mth.uct.ac.za/maram/pub/2015/FISHERIES_2015_MAR_SWG_WCRL_11.pdf","Biomass dynamics model","Size-structured population dynamics model","0.11","",2012,3880,"TBbest-MT","MT",3880,3880,3660,NA,NA,NA,NA,NA,NA,0.0707,0.0636
"MARAM-CRLOBSTERSA56-1910-2012-Johnston","CRLOBSTERSA56","South Africa","South Africa","http://www.math.uct.ac.za/maram/pub/2013/FISHERIES_2013_AUG_WCRL_24.pdf","Biomass dynamics model","Size-structured population dynamics model","0.11","",2012,5220,"TBbest-MT","MT",5220,5220,5120,NA,NA,NA,NA,NA,NA,0.042911877394636,0.04296875
"MARAM-CRLOBSTERSA56-1910-2014-Johnston","CRLOBSTERSA56","South Africa","South Africa","http://www.mth.uct.ac.za/maram/pub/2015/FISHERIES_2015_MAR_SWG_WCRL_11.pdf","Biomass dynamics model","Size-structured population dynamics model","0.11","",2012,3110,"TBbest-MT","MT",3110,3110,2970,NA,NA,NA,NA,NA,NA,0.0746,0.0771
