assessid,stockid,country,region,assesssource,method,methodlong,M,M_notes,ty,B_ty,B_type,B_unit,F_ty,F_type,F_unit,ERmsybest,ERmsybest_notes,Fmsy,Fmsy_notes,TBmsybest,TBmsybest_notes,SSBmsy,SSBmsy_notes,FECmsy,FECmsy_notes,OFL_pdf,OFL_pdf_notes,F_ABC,F_ABC_notes,ABC_pdf,ABC_pdf_notes,if_B_match,comments
AFSC-POPERCHGA-1961-2015-SISIMP2016,POPERCHGA,USA,US Alaska,,Statistical catch at age model with changes in growth and age error matrix,an AD-Model builder statistical Catch at Age Model,0.061,NA,2010,436000,TBbest-MT,MT,0.035550459,ERbest-ratio,ratio,NA,NA,0.119,NA,NA,NA,99865,SSB35%,,,,,0.102,,,,,
NWFSC-PSOLEPCOAST-1876-2015-SISIMP2016,PSOLEPCOAST,USA,US West Coast,https://www.pcouncil.org/documents/2016/04/stock-assessment-update-status-of-the-u-s-petrale-sole-resource-in-2015-april-2016.pdf/,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,NA,NA,2011,12200,TBbest-MT,MT,0.063934426,ERbest-ratio,ratio,0.21,ERmsy,NA,,NA,NA,6922,"SSBmsy
",,,,,,,,,,
PFMC-PSOLEPCOAST-1930-2011-CHING,PSOLEPCOAST,USA,US West Coast,https://www.pcouncil.org/documents/2011/11/status-of-the-u-s-petrale-sole-resource-in-2010-november-23-2011.pdf/,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,0.2,"normal prior distributions for females (mean = 0.151, standard deviation = 0.16) and males (mean = 0.206, standard deviation = 0.218) ",2011,11900,TBbest-MT,MT,0.085,ERbest-ratio,ratio,0.22,Ermsy,NA,NA,11763.6364,TBmsy-calc-MT,5805,"SSBmsy
",,,,,,,,,,
NEFSC-QUAHATLC-1978-2008-CHUTE,QUAHATLC,USA,US East Coast,https://www.st.nmfs.noaa.gov/stocksmart?stockname=Ocean%20quahog%20-%20Atlantic%20Coast&stockid=10788,Biomass dynamics model (Delay difference model),Delay difference model),0.02,,2008,1590000,TBbest-MT,MT,0.00976,ERbest-ratio,ratio,NA,NA,0.022,F45% ,1730000,NA,NA,NA,,,,,,,,,,
NEFSC-QUAHATLC-1978-2011-SISIMP2016,QUAHATLC,USA,US East Coast,https://www.st.nmfs.noaa.gov/stocksmart?stockname=Ocean%20quahog%20-%20Atlantic%20Coast&stockid=10788,Biomass dynamics model (The KLAMZ assessment model is based on the Deriso-Schnute delay-difference equation),The KLAMZ assessment model is based on the Deriso-Schnute delay-difference equation,0.02,NA,2008,3120000,TBbest-MT,MT,0.004967949,ERbest-ratio,ratio,NA,NA,0.22,F45% ,1730000,TBmsy-MT,NA,NA,,,,,,,,,,
AFSC-REXSOLEGA-1979-2011-HIVELY,REXSOLEGA,USA,US Alaska,https://apps-afsc.fisheries.noaa.gov/REFM/docs/2011/GOArex.pdf,Statistical catch at age model,an AD-Model builder statistical Catch at Age Model,0.17,,2011,117000,TBbest-MT,MT,0.028974359,ERbest-ratio,ratio,NA,NA,0.17,F_OFL=M,NA,NA,NA,NA,,,,,0.128,0.75*M,,,,
AFSC-REXSOLEGA-1982-2014-SISIMP2016,REXSOLEGA,USA,US Alaska,https://apps-afsc.fisheries.noaa.gov/REFM/Docs/2014/GOArex.pdf,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,0.17,NA,2011,49600,TBbest-MT,MT,0.058064516,ERbest-ratio,ratio,NA,NA,0.17,F_OFL=M,NA,NA,19434,NA,,,,,0.128,0.75*M,,,,
SEFSC-RGROUPGM-1986-2005-JENSEN,RGROUPGM,USA,US Southeast and Gulf,http://sedarweb.org/docs/sar/S12SAR1%20Gulf%20Red%20Grouper%20Completev2.pdf,Statistical catch at age model,Age Structured Assessment Program,0.14,,2005,40200,TBbest-MT,MT,0.092288557,ERbest-ratio,ratio,NA,NA,0.21,,NA,NA,NA,NA,591,MT eggs,,,,,,,,
SEFSC-RGROUPGM-1993-2013-SISIMP2016,RGROUPGM,USA,US Southeast and Gulf,http://sedarweb.org/docs/sar/S42_SAR_0.pdf,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,0.14,NA,2005,43500,TBbest-MT,MT,0.56,ERbest-ratio,ratio,NA,NA,0.1865,Fmsy,30797.9245,TBmsy-calc-MT,615.5,million pounds gutted weight,,,,,,,,,,
AFSC-RKCRABBB-1960-2008-JENSEN,RKCRABBB,USA,US Alaska,https://www.fisheries.noaa.gov/resource/data/2008-alaska-crab-stock-assessment-and-fishery-evaluation-report,Statistical catch at length model,Length-based analysis,0.18,NA,2007,104000,TBbest-MT,MT,0.348,ERbest-ratio,ratio,NA,NA,0.33,F35%,NA,NA,34070,B35%,,,,,0.26,F40%,,,,
AFSC-RKCRABBB-1975-2015-SISIMP2016,RKCRABBB,USA,US Alaska,https://www.fisheries.noaa.gov/resource/data/2015-alaska-crab-stock-assessment-and-fishery-evaluation-report,Statistical catch at length model,Length-based analysis,0.18,NA,2007,123000,TBbest-MT,MT,0.086178862,ERbest-ratio,ratio,NA,NA,0.29,F35%,NA,N A,26100,B35%,,,,,,,,"10% buffer rule used last year, ABC = 0.9*OFL ",,
SEFSC-RSNAPGM-1872-2011-HIVELY,RSNAPGM,USA,US Southeast and Gulf,http://sedarweb.org/docs/suar/SEDARUpdateRedSnapper2014_FINAL_9.15.2015.pdf,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,0.09,,2011,45900,TBbest-MT,MT,0.035511983,ERbest-ratio,ratio,NA,NA,0.078,FSPR26% ,NA,NA,NA,NA,1.22E+12,Equilibrium SSB @ FSPR26%  (EGGS),,,,,,,,
SEFSC-RSNAPGM-1872-2013-SISIMP2016,RSNAPGM,USA,US Southeast and Gulf,,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,NA,NA,2011,53900,TBbest-MT,MT,0.0493,ERbest-ratio,ratio,NA,NA,0.0494,FSPR26% ,119507.7119,TBmsy-calc-MT,NA,NA,1.28E+12,Equilibrium SSB @ FSPR26%  (EGGS),,,,,,,,
AFSC-SABLEFEBSAIGA-1958-2010-STACHURA,SABLEFEBSAIGA,USA,US Alaska,https://apps-afsc.fisheries.noaa.gov/REFM/docs/2010/GOAsablefish.pdf,Statistical catch at age model,an AD-Model builder statistical Catch at Age Model,0.1,assumed value,2010,220000,TBbest-MT,MT,0.051363636,ERbest-ratio,ratio,NA,NA,0.106,F35%,NA,NA,96345,b35%,,,,,0.089,F40%,,,,
AFSC-SABLEFEBSAIGA-1960-2015-SISIMP2016,SABLEFEBSAIGA,USA,US Alaska,https://apps-afsc.fisheries.noaa.gov/REFM/Docs/2015/GOAsablefish.pdf,Statistical catch at age model,an AD-Model builder statistical Catch at Age Model,0.1,NA,2010,259000,TBbest-MT,MT,0.046332046,ERbest-ratio,ratio,NA,NA,0.093,F35%,NA,NA,89956,B35%,,,,,0.078,F40%,,,,
NWFSC-SABLEFPCOAST-1900-2011-STACHURA,SABLEFPCOAST,USA,US West Coast,https://www.pcouncil.org/documents/2011/11/status-of-the-u-s-sablefish-resource-in-2011-november-18-2011.pdf/,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,0.0725,"0.08 for female, 0.065 for males",2010,212000,TBbest-MT,MT,0.0347,ERbest-ratio,ratio,0.057,Ermsy,NA,NA,NA,NA,54163,SSBmsy,,,,,,,,,,
NWFSC-SABLEFPCOAST-1900-2015-SISIMP2016,SABLEFPCOAST,USA,US West Coast,https://www.pcouncil.org/documents/2016/04/status-of-the-u-s-sablefish-resource-in-2015-march-2016.pdf/,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,0.0725,"0.08 for female, 0.065 for males",2010,183000,TBbest-MT,MT,0.039781421,ERbest-ratio,ratio,0.0526,ERmsy,NA,NA,NA,NA,44090,SSBmsy,,,,,,,,,,
SWFSC-SARDPCOAST-1981-2007-PINSKY,SARDPCOAST,USA,US West Coast,https://www.pcouncil.org/documents/2007/06/safe-document-june-2007.pdf/,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,0.4,,2006,1100000,TBbest-MT,MT,0.151,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
SWFSC-SARDPCOAST-1994-2016-SISIMP2016,SARDPCOAST,USA,US West Coast,https://www.pcouncil.org/documents/2016/04/h1a_2016_sardine_update_assmt_fullelectriconly_apr2016bb.pdf/,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,0.4,NA,2006,884000,TBbest-MT,MT,0.102714932,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
SEFSC-SBARSHARATL-1960-2009-SISIMP2016,SBARSHARATL,USA,US Southeast and Gulf,http://sedarweb.org/docs/sar/Sandbar_SAR.pdf,State-space age-structured production model,State-space age-structured production model,0.136,Arithmetic mean of the age-specific values of M used for the baseline run ,2004,1690000,TN-E00,E00,0.027751479,ERbest-ratio,ratio,NA,NA,0.021,Direct estimate,1928165,Nmsy,NA,NA,,,,,,,,,,
SEFSC-SBARSHARATL-1975-2004-FAUCONNET,SBARSHARATL,USA,US Southeast and Gulf,http://sedarweb.org/docs/sar/Final_LCS_SAR.pdf,State-space age-structured production model,State-space age-structured production model,0.224,Arithmetic mean of the age-specific values of M used for the baseline run ,2004,1520000,TN-E00,E00,0.032960526,ERbest-ratio,ratio,NA,NA,0.015,,NA,NA,NA,NA,,,,,,,,,,
AFSC-SRAKEROCKBSAI-1977-2010-STACHURA,SRAKEROCKBSAI,USA,US Alaska,https://apps-afsc.fisheries.noaa.gov/REFM/docs/2010/BSAIshortraker.pdf,Biomass dynamics model (Surplus production model),Surplus production model ,0.03,,2009,17600,TBbest-MT,MT,0.011647727,ERbest-ratio,ratio,0.03,F_OFL=M,NA,NA,NA,NA,NA,NA,,,,,0.0225,0.75*F_OFL ,,,,
AFSC-SRAKEROCKBSAI-2004-2014-SISIMP2016,SRAKEROCKBSAI,USA,US Alaska,https://apps-afsc.fisheries.noaa.gov/REFM/Docs/2014/BSAIshortraker.pdf,Random effects model,Random effects model ,0.03,NA,2009,22500,TBbest-MT,MT,0.008177778,ERbest-ratio,ratio,0.03,F_OFL=M,NA,NA,NA,NA,NA,NA,,,,,0.0225,0.75*F_OFL ,,,,
NWFSC-SSTHORNHPCOAST-1901-2005-STANTON,SSTHORNHPCOAST,USA,US West Coast,https://www.pcouncil.org/documents/2005/10/status-and-future-prospects-for-the-shortspine-thornyhead-resource-in-waters-off-washington-oregon-and-california-as-assessed-in-2005-october-4-2005.pdf/,Stock Synthesis v2.0 model,Stock Synthesis v2.0 model,0.05,,2004,144000,TBbest-MT,MT,0.00488,ERbest-ratio,ratio,0.0184,ERmsy-ratio,0.0238,Fmsy,86000,TBmsy-MT,52258,SSBmsy,,,,,,,,,,
NWFSC-SSTHORNHPCOAST-1901-2013-SISIMP2016,SSTHORNHPCOAST,USA,US West Coast,https://www.pcouncil.org/documents/2014/02/stock-assessment-of-shortspine-thornyhead-in-2013-published-february-12-2014.pdf/,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,0.0505,a prior on natural mortality was developed based on a maximum age of 100 years which had a mean of 0.0505 and a standard deviation on a log scale of 0.5361 ,2004,251000,TBbest-MT,MT,0.003370518,ERbest-ratio,ratio,0.018,ERmsy-ratio,NA,NA,NA,NA,64600,SSBmsy,,,,,,,,,,
NEFSC-SURFMATLC-1965-2008-JACOBSON,SURFMATLC,USA,US East Coast,https://repository.library.noaa.gov/view/noaa/3682,Biomass dynamics model (Delay difference model),Delay difference model,0.15,"not estimated, assummed at M=Fmsy",2008,878000,TBbest-MT,MT,0.0272,F-1/yr,1/yr,NA,NA,0.15,NA,543000,TBmsy-MT,NA,NA,,,,,,,,,,
NEFSC-SURFMATLC-1982-2011-SISIMP2016,SURFMATLC,USA,US East Coast,https://repository.library.noaa.gov/view/noaa/4374,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,0.15,NA,2008,1310000,TBbest-MT,MT,0.028,F-1/yr,1/yr,0.1008,ERmsy-calc-ratio,0.15,proxy,972000,TBmsy-MT,NA,NA,,,,,,,,,,
AFSC-WPOLLAI-1976-2013-CHING,WPOLLAI,USA,US Alaska,https://apps-afsc.fisheries.noaa.gov/REFM/Docs/2013/AIpollock.pdf,Statistical catch at age model,an AD-Model builder statistical Catch at Age Model,0.18,NA,2012,235000,TBbest-MT,MT,0.004089362,ERbest-ratio,ratio,NA,NA,0.33,F35%,NA,NA,84006,B35%,,,,,0.26,F40%,,,,
AFSC-WPOLLAI-1978-2015-SISIMP2016,WPOLLAI,USA,US Alaska,https://apps-afsc.fisheries.noaa.gov/REFM/Docs/2015/AIpollock.pdf,Statistical catch at age model,an AD-Model builder statistical Catch at Age Model,0.18,NA,2012,193000,TBbest-MT,MT,0.005051813,ERbest-ratio,ratio,NA,NA,0.34,F35%,NA,NA,72437,B35%,,,,,0.27,F40%,,,,
AFSC-WPOLLGA-1970-2014-HIVELY,WPOLLGA,USA,US Alaska,https://apps-afsc.fisheries.noaa.gov/REFM/Docs/2014/GOApollock.pdf,Statistical catch at age model,an AD-Model builder statistical Catch at Age Model,0.3,,2013,1070000,TBbest-MT,MT,0.09,ERbest-ratio,ratio,NA,NA,0.28,F35%,NA,NA,273000,B35%,,,,,0.24,F40%,,,,
AFSC-WPOLLGA-1970-2015-SISIMP2016,WPOLLGA,USA,US Alaska,https://apps-afsc.fisheries.noaa.gov/REFM/Docs/2015/GOApollock.pdf,Statistical catch at age model,"an AD-Model builder statistical Catch at Age Model. The only changes made to the model were those necessary to include the summer acoustic survey in the assessment, and to estimate a power coefficient for the age-1 winter acoustic survey index catchability.",0.3,NA,2013,1260000,TBbest-MT,MT,0.076507937,ERbest-ratio,ratio,NA,NA,0.29,F35%,NA,NA,262344,B35%,,,,,0.25,F40%,,,,
NWFSC-WROCKPCOAST-1916-2011-STACHURA,WROCKPCOAST,USA,US West Coast,https://www.pcouncil.org/documents/2011/10/status-of-the-widow-rockfish-resource-in-2011-october-2011.pdf/,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,0.1265,"0.124 for females, 0.129 for males",2010,67900,TBbest-MT,MT,0.00224,ERbest-ratio,ratio,0.121,ERmsy-ratio,NA,NA,45750,TBmsy-calc-MT,18161,SSBmsy,,,,,,,,,,
NWFSC-WROCKPCOAST-1916-2015-SISIMP2016,WROCKPCOAST,USA,US West Coast,https://www.pcouncil.org/documents/2016/04/the-status-of-widow-rockfish-sebastes-entomelas-along-the-u-s-west-coast-in-2015-november-24-2015.pdf/,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,0.1265,"0.124 for females, 0.129 for males",2010,90500,TBbest-MT,MT,0.001977901,ERbest-ratio,ratio,0.197,ERmsy-ratio,NA,NA,NA,NA,18247,SSBmsy,,,,,,,,,,
NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA,YEYEROCKPCOAST,USA,US West Coast,https://www.pcouncil.org/documents/2011/09/status-of-the-u-s-yelloweye-rockfish-resource-in-2011-update-of-2009-assessment-model-september-9-2011.pdf/,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,0.0455,"0.046 for female, 0.045 for males, estimated from models using priors",2010,2150,TBbest-MT,MT,0.005302326,ERbest-ratio,ratio,0.017,ERmsy-ratio,NA,NA,3705.8824,TBmsy-calc-MT,NA,NA,392000000,eggs,,,,,,,,
NWFSC-YEYEROCKPCOAST-1916-2015-SISIMP2016,YEYEROCKPCOAST,USA,US West Coast,https://www.pcouncil.org/documents/2017/12/stock-assessment-of-the-yelloweye-rockfish-sebastes-ruberrimus-in-state-and-federal-waters-off-california-oregon-and-washington.pdf/,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,0.044,Fixed,2010,2150,TBbest-MT,MT,0.003534884,ERbest-ratio,ratio,0.034,ERmsy-ratio,NA,NA,NA,NA,NA,NA,335000000,eggs,,,,,,,,
AFSC-YSOLEBSAI-1949-2010-STACHURA,YSOLEBSAI,USA,US Alaska,https://apps-afsc.fisheries.noaa.gov/REFM/docs/2010/BSAIyfin.pdf,Statistical catch at age model,an AD-Model builder statistical Catch at Age Model,0.12,,2009,2110000,TBbest-MT,MT,0.051184834,ERbest-ratio,ratio,NA,NA,0.13,F35%,NA,NA,374000,Bmsy,,,,,0.12,F40%,,,,
AFSC-YSOLEBSAI-1954-2015-SISIMP2016,YSOLEBSAI,USA,US Alaska,https://apps-afsc.fisheries.noaa.gov/REFM/Docs/2015/BSAIyfin.pdf,Statistical catch at age model,an AD-Model builder statistical Catch at Age Model (Changes were made to the weight-at-age empirical data where values from ages 11 to 20 were smoothed),0.12,NA,2009,2530000,TBbest-MT,MT,0.042687747,ERbest-ratio,ratio,NA,NA,0.105,NA,NA,NA,435000,Bmsy,,,,,0.098,,,,,
MARAM-ANCHOSA-1949-2015-deMoor,ANCHOSA,South Africa,South Africa,http://www.maram.uct.ac.za/maram/publications/2016,Statistical catch at age model,Statistical catch-at-age model,1.2,,2011,1820000,TBbest-MT,MT,0.0352,ERbest-ratio,ratio,NA,NA,NA,NA,204441,TBlim-MT,NA,NA,,,,,,,,,,
MARAM-ANCHOSA-1984-2011-deMoor,ANCHOSA,South Africa,South Africa,www.mth.uct.ac.za/maram/pub/2012/FISHERIES_2012_SEP_SWG-PEL_47.pdf,Biomass dynamics model (Age-structured surplus production model),Age-structured surplus production model,0.9,,2011,1170000,TBbest-MT,MT,0.07,ERbest-ratio,ratio,NA,NA,NA,NA,333000,TBlim-MT,NA,NA,,,,,,,,,,
MARAM-CHAKESA-1917-2013-Rademeyer,CHAKESA,South Africa,South Africa,http://www.math.uct.ac.za/maram/workshop/2013/MARAM_IWS_DEC13_Hake_P2.pdf,Statistical catch at age model,Unknown statistical catch-at-age model,0.717,"Fixed at 0.75 for ages 0 and 1 and fixed at 0.375 for ages 6 and above, with a linear trend between these two values for ages 2 to 5.",2013,596000,TBbest-MT,MT,0.043,ERbest-ratio,ratio,NA,NA,0.32,Based on current fleet distribution,43000,TBlim-MT,108600,Female biomass,,,,,,,,,,
MARAM-CHAKESA-1917-2015-Rademeyer,CHAKESA,South Africa,South Africa,http://www.mth.uct.ac.za/maram/pub/2015/FISHERIES_2015_AUG_SWG-DEM_16.pdf,Statistical catch at age model,an AD-Model builder statistical Catch at Age Model,0.717,"Fixed at 0.75 for ages 0 and 1 and fixed at 0.375 for ages 6 and above, with a linear trend between these two values for ages 2 to 5.  AVERAGE weighted by numbers-at-age is 0.717",2013,469000,TBbest-MT,MT,0.05,ERbest-ratio,ratio,0.353,ERmsy-ratio,NA,NA,NA,NA,63100,Female spawning biomass at MSY,,,,,,,,,,
MARAM-CRLOBSTERSA12-1910-2012-Johnston,CRLOBSTERSA12,South Africa,South Africa,http://www.math.uct.ac.za/maram/pub/2013/FISHERIES_2013_AUG_WCRL_24.pdf,Size-structured population dynamics model,Size-structured population dynamics model,0.11,,2012,404,TBbest-MT,MT,0.007574257,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
MARAM-CRLOBSTERSA12-1910-2014-Johnston,CRLOBSTERSA12,South Africa,South Africa,http://www.mth.uct.ac.za/maram/pub/2015/FISHERIES_2015_MAR_SWG_WCRL_11.pdf,Size-structured population dynamics model,Size-structured population dynamics model,0.11,,2012,723,TBbest-MT,MT,0.00423,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
MARAM-CRLOBSTERSA34-1910-2012-Johnston,CRLOBSTERSA34,South Africa,South Africa,http://www.math.uct.ac.za/maram/pub/2013/FISHERIES_2013_AUG_WCRL_24.pdf,Size-structured population dynamics model,Size-structured population dynamics model,0.11,,2012,3780,TBbest-MT,MT,0.07037037,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
MARAM-CRLOBSTERSA34-1910-2014-Johnston,CRLOBSTERSA34,South Africa,South Africa,http://www.mth.uct.ac.za/maram/pub/2015/FISHERIES_2015_MAR_SWG_WCRL_11.pdf,Size-structured population dynamics model,Size-structured population dynamics model,0.11,,2012,3880,TBbest-MT,MT,0.0707,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
MARAM-CRLOBSTERSA56-1910-2012-Johnston,CRLOBSTERSA56,South Africa,South Africa,http://www.math.uct.ac.za/maram/pub/2013/FISHERIES_2013_AUG_WCRL_24.pdf,Size-structured population dynamics model,Size-structured population dynamics model,0.11,,2012,5220,TBbest-MT,MT,0.042911877,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
MARAM-CRLOBSTERSA56-1910-2014-Johnston,CRLOBSTERSA56,South Africa,South Africa,http://www.mth.uct.ac.za/maram/pub/2015/FISHERIES_2015_MAR_SWG_WCRL_11.pdf,Size-structured population dynamics model,Size-structured population dynamics model,0.11,,2012,3110,TBbest-MT,MT,0.0746,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
MARAM-CRLOBSTERSA7-1910-2012-Johnston,CRLOBSTERSA7,South Africa,South Africa,http://www.math.uct.ac.za/maram/pub/2013/FISHERIES_2013_AUG_WCRL_24.pdf,Size-structured population dynamics model,Size-structured population dynamics model,0.11,,2012,197,TBbest-MT,MT,1.157360406,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
MARAM-CRLOBSTERSA7-1910-2014-Johnston,CRLOBSTERSA7,South Africa,South Africa,http://www.mth.uct.ac.za/maram/pub/2015/FISHERIES_2015_MAR_SWG_WCRL_11.pdf,Size-structured population dynamics model,Size-structured population dynamics model,0.11,,2012,2720,TBbest-MT,MT,0.102,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
MARAM-CRLOBSTERSA8-1910-2012-Johnston,CRLOBSTERSA8,South Africa,South Africa,http://www.math.uct.ac.za/maram/pub/2013/FISHERIES_2013_AUG_WCRL_24.pdf,Size-structured population dynamics model,Size-structured population dynamics model,0.11,,2012,8520,TBbest-MT,MT,0.190140845,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
MARAM-CRLOBSTERSA8-1910-2014-Johnston,CRLOBSTERSA8,South Africa,South Africa,http://www.mth.uct.ac.za/maram/pub/2015/FISHERIES_2015_MAR_SWG_WCRL_11.pdf,Size-structured population dynamics model,Size-structured population dynamics model,0.11,,2012,8390,TBbest-MT,MT,0.27,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
MARAM-DEEPCHAKESA-1917-2013-Rademeyer,DEEPCHAKESA,South Africa,South Africa,http://www.math.uct.ac.za/maram/workshop/2013/MARAM_IWS_DEC13_Hake_P2.pdf,Statistical catch at age model,Unknown statistical catch-at-age model,0.717,"Averaged over ages. Fixed at 0.75 for ages 0 and 1 and fixed at 0.375 for ages 6 and above, with a linear trend between these two values for ages 2 to 5.",2013,498000,TBbest-MT,MT,0.262,ERbest-ratio,ratio,0.35,ERmsy-ratio,NA,NA,NA,NA,164300,Female biomass,,,,,,,,,,
MARAM-DEEPCHAKESA-1917-2015-Rademeyer,DEEPCHAKESA,South Africa,South Africa,http://www.mth.uct.ac.za/maram/pub/2015/FISHERIES_2015_AUG_SWG-DEM_16.pdf,Statistical catch at age model,an AD-Model builder statistical Catch at Age Model,0.717,"Fixed at 0.75 for ages 0 and 1 and fixed at 0.375 for ages 6 and above, with a linear trend between these two values for ages 2 to 5. AVERAGE weighted by numbers-at-age is 0.718",2013,564000,TBbest-MT,MT,0.36,ERbest-ratio,ratio,0.41,ERmsy-ratio,NA,NA,NA,NA,181000,Female spawning biomass at MSY,,,,,,,,,,
MARAM-PTOOTHFISHPEI-1960-2013-Brandao,PTOOTHFISHPEI,South Africa,South Africa,www.mth.uct.ac.za/maram/pub/2013/FISHERIES_2013_OCT_SWG-DEM_59.pdf,Biomass dynamics model (Age-structured surplus production model),Age-structured surplus production model,0.13,,2013,94400,TBbest-MT,MT,0.001,ERbest-ratio,ratio,NA,NA,0.12,Fmsy is for the longline fishery,NA,NA,19361,For the longline fishery,,,,,,,,,,
MARAM-PTOOTHFISHPEI-1960-2015-Brandao,PTOOTHFISHPEI,South Africa,South Africa,www.mth.uct.ac.za/maram/pub/2015/FISHERIES_2015_OCT_SWG-DEM_40.pdf,Biomass dynamics model (Age-structured surplus production model),Age-structured surplus production model,0.13,,2013,34400,TBbest-MT,MT,0.007703488,ERbest-ratio,ratio,NA,NA,0.12,Fmsy is for the longline fishery,NA,NA,9179.58,For the longline fishery,,,,,,,,,,
MARAM-SAABALONESA-1951-2013-Brandao,SAABALONESA,South Africa,South Africa,www.math.uct.ac.za/maram/pub/2013/FISHERIES_2013_AUG_SWG-AB_12.pdf,Biomass dynamics model (Age-structured surplus production model),Age-structured surplus production model,0.15,age dependent - 0.15 is the average of all ages,2013,6420,TBbest-MT,MT,0.163551402,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
MARAM-SAABALONESA-1951-2015-Brandao,SAABALONESA,South Africa,South Africa,www.math.uct.ac.za/maram/pub/2015/FISHERIES_2015_AUG_SWG-AB_15.pdf,Biomass dynamics model (Age-structured surplus production model),Age-structured surplus production model,0.15,age dependent - 0.15 is the average of all ages,2013,7150,TBbest-MT,MT,0.11,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
MARAM-SARDSA-1949-2015-deMoor,SARDSA,South Africa,South Africa,http://www.maram.uct.ac.za/maram/publications/2016,Statistical catch at age model,Statistical catch-at-age model,0.9,1.0 for 0-year-olds and 0.8 for ages 1 to 5+,2011,997000,TBbest-MT,MT,0.11,ERbest-ratio,ratio,NA,NA,NA,NA,361990,Limit-like reference point used to consider risk to the resource when simulation testing a Harvest Control Rule,NA,NA,,,,,,,,,,
MARAM-SARDSA-1984-2011-deMoor,SARDSA,South Africa,South Africa,www.mth.uct.ac.za/maram/pub/2012/FISHERIES_2012_SEP_SWG-PEL_48.pdf,Biomass dynamics model (Age-structured surplus production model),Age-structured surplus production model,0.9,and 1.0 for recruits (age 0 fish),2011,1420000,TBbest-MT,MT,0.12,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,72000,Lowest estimated SSB from this assessment,,,,,,,,,,
MARAM-SSLOBSTERSASC-1973-2012-Johnston,SSLOBSTERSASC,South Africa,South Africa,http://www.math.uct.ac.za/maram/pub/2013/FISHERIES_2013_AUG_SCRL_06.pdf,Biomass dynamics model (Age-structured surplus production model),Age-structured surplus production model,0.1,,2012,1600,TBbest-MT,MT,0.203125,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
MARAM-SSLOBSTERSASC-1973-2014-Johnston,SSLOBSTERSASC,South Africa,South Africa,http://www.mth.uct.ac.za/maram/pub/2015/FISHERIES_2015_JUL_SWG_SCRL_04.pdf,Biomass dynamics model (Age-structured surplus production model),Age-structured surplus production model,0.1,,2012,1310,TBbest-MT,MT,0.225,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
